SPOT_LABEL	CH1_NBC_INT	CH1_SPOT_AREA	CH1_SPOT_BKGD	CH2_NBC_INT	CH2_SPOT_AREA	CH2_SPOT_BKGD
3319	1.663	10500	0.134	2.723	10500	1.547
3320	0.273	9100	0.116	1.782	9100	1.513
3321	0.133	8000	0.129	1.668	8000	1.545
3322	0.466	9000	0.141	1.91	9000	1.595
3323	0.549	10000	0.113	1.977	10000	1.585
3324	0.148	7100	0.12	1.661	7100	1.61
3325	0.148	8000	0.138	1.596	8000	1.627
3326	0.148	8700	0.127	1.565	8700	1.571
3327	0.134	8000	0.104	1.574	8000	1.53
3328	0.121	8000	0.107	1.577	8000	1.493
3329	0.108	8000	0.128	1.543	8000	1.483
3330	0.131	8000	0.137	1.544	8000	1.498
3331	0.13	7000	0.127	1.577	7000	1.514
3332	0.127	8000	0.13	1.491	8000	1.565
3333	0.345	9300	0.132	2.216	9300	1.574
3334	0.89	9700	0.167	2.597	9700	1.564
3335	0.847	9200	0.158	2.748	9200	1.625
3336	0.173	9100	0.137	2.239	9100	1.659
3337	13.431	10600	0.148	11.667	10600	1.631
3338	0.344	10100	0.121	2.309	10100	1.603
3339	0.267	9500	0.122	2.161	9500	1.602
3340	1.389	10600	0.124	2.82	10600	1.613
3341	0.413	5500	0.13	2.339	5500	1.625
3342	0.347	8600	0.119	2.438	8600	1.54
3343	1.757	9600	0.145	3.626	9600	1.536
3344	0.141	9200	0.151	2.408	9200	1.574
3345	0.696	10100	0.129	3.1	10100	1.547
3346	1.415	9600	0.119	3.053	9600	1.49
3347	0.133	8900	0.133	2.309	8900	1.514
3348	0.384	9900	0.136	2.626	9900	1.566
3349	2.214	10300	0.133	3.545	10300	1.566
3350	0.845	10300	0.13	3.009	10300	1.585
3351	0.223	8700	0.126	2.56	8700	1.63
3352	4.575	10700	0.138	5.163	10700	1.58
3353	34.182	10400	0.159	21.994	10400	1.587
3354	2.506	10000	0.151	4.045	10000	1.59
3355	0.157	8700	0.141	2.149	8700	1.613
3356	0.18	9600	0.143	2.424	9600	1.639
3357	0.367	9100	0.127	2.573	9100	1.599
3358	0.554	9500	0.108	2.819	9500	1.53
3359	1.375	10400	0.134	3.232	10400	1.53
3360	0.252	9600	0.13	2.525	9600	1.583
3361	0.196	10100	0.117	2.453	10100	1.616
3362	0.156	10100	0.109	2.62	10100	1.532
3363	0.206	9200	0.113	2.369	9200	1.556
3364	1.888	10100	0.117	3.639	10100	1.566
3365	1.5	10000	0.145	3.163	10000	1.554
3366	13.106	10500	0.123	10.483	10500	1.579
3367	5.098	10700	0.112	5.691	10700	1.596
3368	0.525	10300	0.123	2.553	10300	1.502
3369	0.206	9500	0.134	2.301	9500	1.525
3370	5.896	10600	0.157	5.828	10600	1.601
3371	0.521	10000	0.14	3.569	10000	1.595
3372	0.248	9300	0.105	2.445	9300	1.629
3373	0.151	9200	0.116	2.266	9200	1.554
3374	0.165	9700	0.132	2.225	9700	1.53
3375	0.177	9800	0.136	2.345	9800	1.577
3376	0.14	9900	0.136	2.4	9900	1.59
3377	3.443	10100	0.114	4.599	10100	1.596
3378	0.439	9900	0.121	2.512	9900	1.54
3379	0.159	10200	0.126	2.634	10200	1.434
3380	0.183	10000	0.108	2.31	10000	1.502
3381	0.173	8400	0.13	2.021	8400	1.587
3382	0.385	7900	0.138	2.324	7900	1.586
3383	0.2	7400	0.161	2.179	7400	1.613
3384	0.145	8500	0.162	2.239	8500	1.613
3385	1.275	9200	0.139	2.976	9200	1.65
3386	0.428	9200	0.131	2.431	9200	1.613
3387	0.144	9400	0.128	2.298	9400	1.544
3388	3.379	9900	0.124	4.202	9900	1.564
3389	0.267	7900	0.124	2.042	7900	1.591
3390	0.261	7100	0.114	2.243	7100	1.6
3391	0.154	6800	0.123	1.824	6800	1.541
3392	2.615	7900	0.127	3.496	7900	1.529
3393	0.403	8700	0.131	2.358	8700	1.572
3394	8.421	9900	0.126	8.298	9900	1.559
3395	0.147	8600	0.11	2.101	8600	1.555
3396	0.164	8900	0.132	2.105	8900	1.577
3397	1.182	10300	0.147	3.073	10300	1.595
3398	0.38	9200	0.142	2.344	9200	1.588
3399	1.29	10000	0.135	3.113	10000	1.585
3400	3.412	10300	0.129	4.306	10300	1.532
3401	0.186	9600	0.118	2.483	9600	1.553
3402	1.324	9400	0.134	3.157	9400	1.607
3403	0.203	10100	0.134	3.004	10100	1.598
3404	0.285	8100	0.132	2.22	8100	1.627
3405	0.153	9700	0.131	2.456	9700	1.664
3406	0.13	9300	0.123	2.233	9300	1.651
3407	0.628	10200	0.111	2.754	10200	1.559
3408	0.252	9500	0.122	2.597	9500	1.548
3409	1.668	10200	0.138	3.372	10200	1.583
3410	4.75	10300	0.129	5.098	10300	1.645
3411	0.202	10200	0.123	2.157	10200	1.579
3412	0.139	9300	0.129	2.243	9300	1.534
3413	0.236	9400	0.122	2.119	9400	1.544
3414	2.232	9800	0.123	3.721	9800	1.559
3415	0.239	9300	0.123	2.188	9300	1.571
3416	1.232	9800	0.106	2.91	9800	1.592
3417	0.165	8500	0.114	2.229	8500	1.592
3418	0.145	9600	0.127	2.124	9600	1.602
3419	1.545	9500	0.136	3.139	9500	1.577
3420	0.143	9300	0.127	1.976	9300	1.532
3421	0.157	8300	0.161	1.993	8300	1.578
3422	0.154	7700	0.134	1.72	7700	1.584
3423	0.145	8900	0.118	2.083	8900	1.538
3424	0.178	8100	0.12	2.151	8100	1.532
3425	0.695	8400	0.135	2.614	8400	1.565
3426	0.293	6400	0.128	1.983	6400	1.58
3427	2.798	9800	0.109	3.966	9800	1.569
3428	0.149	8300	0.118	1.937	8300	1.519
3429	0.444	10200	0.127	2.624	10200	1.526
3430	0.16	9900	0.134	2.379	9900	1.567
3431	0.14	9700	0.139	2.225	9700	1.577
3432	0.14	9700	0.135	2.516	9700	1.6
3433	0.145	9300	0.125	2.174	9300	1.623
3434	15.623	10500	0.135	11.657	10500	1.661
3435	0.187	10400	0.129	2.621	10400	1.609
3436	0.433	9700	0.115	2.389	9700	1.556
3437	1.298	10500	0.119	2.99	10500	1.544
3438	3.239	10500	0.131	4.321	10500	1.553
3439	0.995	10400	0.143	2.96	10400	1.6
3440	3.701	10600	0.131	4.589	10600	1.59
3441	0.509	10800	0.123	2.66	10800	1.586
3442	0.147	10200	0.113	2.119	10200	1.563
3443	0.136	9500	0.13	2.103	9500	1.547
3444	1.686	11100	0.128	3.346	11100	1.558
3445	1.23	9800	0.125	2.83	9800	1.58
3446	0.169	8000	0.138	2.128	8000	1.605
3447	0.427	6100	0.125	2.111	6100	1.593
3448	1.026	10100	0.12	2.684	10100	1.541
3449	0.289	8800	0.131	2.096	8800	1.51
3450	0.333	9700	0.116	2.383	9700	1.556
3451	0.41	9000	0.132	2.377	9000	1.632
3452	1.162	9600	0.15	3.162	9600	1.629
3453	0.465	9000	0.124	2.627	9000	1.625
3454	1.147	8800	0.109	2.98	8800	1.636
3455	0.148	9400	0.128	2.158	9400	1.63
3456	1.288	9700	0.116	3.078	9700	1.628
3457	2.924	10000	0.108	3.825	10000	1.606
3458	0.731	10100	0.109	2.521	10100	1.629
3459	0.18	9600	0.106	1.95	9600	1.634
3460	0.131	10200	0.111	1.96	10200	1.583
3461	0.111	9500	0.106	2.159	9500	1.553
3462	0.136	9800	0.124	2.006	9800	1.554
3463	0.154	9500	0.127	2.202	9500	1.617
3464	0.142	10200	0.123	2.344	10200	1.565
3465	3.183	10900	0.103	4.715	10900	1.59
3466	0.155	10100	0.106	2.391	10100	1.59
3467	0.13	10100	0.113	2.188	10100	1.63
3468	0.144	10300	0.121	2.19	10300	1.63
3469	0.167	9500	0.131	2.196	9500	1.561
3470	0.434	10300	0.129	2.521	10300	1.59
3471	0.825	8300	0.13	2.595	8300	1.61
3472	0.471	10100	0.13	2.527	10100	1.594
3473	0.607	10800	0.118	2.714	10800	1.529
3474	0.138	10700	0.115	2.237	10700	1.54
3475	0.147	10600	0.112	2.243	10600	1.579
3476	1.182	10400	0.105	2.967	10400	1.548
3477	7.765	10300	0.107	8.012	10300	1.512
3478	0.155	9100	0.123	2.009	9100	1.55
3479	0.14	10000	0.125	2.151	10000	1.525
3480	1.222	10200	0.135	3.057	10200	1.576
3481	0.152	9500	0.129	2.145	9500	1.576
3482	1.299	9400	0.111	2.833	9400	1.594
3483	0.159	8800	0.147	2.126	8800	1.607
3484	0.989	10100	0.149	2.784	10100	1.59
3485	0.184	9300	0.121	1.834	9300	1.565
3486	0.243	8700	0.12	2.06	8700	1.556
3487	1.603	7900	0.127	2.7	7900	1.564
3488	0.214	9900	0.135	2.062	9900	1.601
3489	4.301	9600	0.15	4.97	9600	1.646
3490	1.171	9300	0.14	2.6	9300	1.581
3491	1.268	9900	0.11	2.872	9900	1.499
3492	6.389	10100	0.12	6.128	10100	1.499
3493	0.138	10100	0.128	2.322	10100	1.561
3494	0.816	11000	0.133	2.881	11000	1.589
3495	17.425	10600	0.146	13.773	10600	1.611
3496	0.962	10400	0.122	2.903	10400	1.593
3497	1.494	10700	0.107	3.352	10700	1.546
3498	3.518	10600	0.125	4.335	10600	1.543
3499	0.139	9900	0.122	2.107	9900	1.576
3500	14.724	10500	0.132	11.978	10500	1.587
3501	1.084	10500	0.124	2.931	10500	1.579
3502	0.303	9500	0.117	2.326	9500	1.586
3503	0.889	10300	0.118	2.75	10300	1.599
3504	0.345	9900	0.157	2.358	9900	1.565
3505	9.809	10700	0.148	9.254	10700	1.612
3506	0.149	10100	0.116	2.284	10100	1.63
3507	1.731	10700	0.096	3.339	10700	1.628
3508	0.115	9900	0.085	2.062	9900	1.559
3509	0.386	4700	0.1	2.017	4700	1.559
3510	0.915	5100	0.103	2.387	5100	1.562
3511	1.764	10700	0.11	3.052	10700	1.545
3512	0.275	9300	0.119	1.947	9300	1.582
3513	4.536	10000	0.142	5.693	10000	1.548
3514	3.889	10300	0.148	4.721	10300	1.606
3515	0.151	9400	0.123	1.88	9400	1.556
3516	0.151	10500	0.123	1.864	10500	1.508
3517	0.187	9900	0.124	2.182	9900	1.654
3518	0.82	10300	0.123	2.646	10300	1.655
3519	0.629	10600	0.126	2.5	10600	1.647
3520	0.134	9500	0.136	1.867	9500	1.676
3521	1.197	10400	0.146	2.736	10400	1.594
3522	2.75	11100	0.132	3.692	11100	1.573
3523	0.316	10300	0.115	2.105	10300	1.603
3524	0.424	9700	0.117	2.064	9700	1.587
3525	0.566	10500	0.11	2.426	10500	1.552
3526	0.579	10800	0.107	2.457	10800	1.507
3527	0.468	10400	0.12	2.236	10400	1.511
3528	2.178	10700	0.12	3.349	10700	1.494
3529	0.205	9700	0.137	2.056	9700	1.596
3530	8.129	10500	0.138	7.579	10500	1.596
3531	0.485	9700	0.139	2.274	9700	1.584
3532	7.693	10600	0.142	7.708	10600	1.618
3533	0.792	10200	0.144	2.557	10200	1.622
3534	0.631	10800	0.126	2.513	10800	1.579
3535	1.428	11100	0.133	3.17	11100	1.557
3536	0.461	10700	0.141	2.347	10700	1.601
3537	0.173	10600	0.132	2.238	10600	1.645
3538	1.751	10300	0.137	3.127	10300	1.662
3539	0.311	11100	0.152	2.417	11100	1.572
3540	2.277	11000	0.111	3.709	11000	1.486
3541	0.274	10000	0.108	2.003	10000	1.558
3542	0.255	10100	0.13	2.194	10100	1.586
3543	0.807	10700	0.138	2.436	10700	1.59
3544	0.176	9600	0.152	1.804	9600	1.59
3545	2.101	10300	0.122	3.407	10300	1.609
3546	0.139	10000	0.116	1.827	10000	1.63
3547	0.33	10300	0.117	2.085	10300	1.644
3548	0.149	9800	0.127	1.905	9800	1.627
3549	1.939	10300	0.133	3.374	10300	1.605
3550	2.039	10200	0.127	3.156	10200	1.584
3551	0.176	8900	0.123	1.926	8900	1.57
3552	1.045	10500	0.124	2.593	10500	1.557
3553	0.135	10500	0.147	1.837	10500	1.561
3554	0.169	10200	0.141	1.861	10200	1.583
3555	0.318	10200	0.121	2.011	10200	1.583
3556	1.139	10800	0.122	2.687	10800	1.596
3557	0.297	11200	0.119	2.416	11200	1.584
3558	2.899	10600	0.12	4.25	10600	1.562
3559	1.303	9800	0.117	2.79	9800	1.574
3560	0.709	10800	0.11	2.536	10800	1.563
3561	2.654	10200	0.116	4	10200	1.545
3562	1.559	10900	0.173	3.042	10900	1.539
3563	0.295	10800	0.169	2.268	10800	1.609
3564	0.139	9400	0.134	2.049	9400	1.587
3565	0.249	9800	0.133	2.217	9800	1.493
3566	0.24	9700	0.138	2.101	9700	1.54
3567	0.159	7700	0.123	2.017	7700	1.601
3568	0.14	10500	0.137	2.013	10500	1.617
3569	0.253	10000	0.142	2.003	10000	1.623
3570	0.983	11000	0.138	2.845	11000	1.596
3571	0.162	10700	0.137	2.058	10700	1.525
3572	0.611	10500	0.124	2.274	10500	1.554
3573	0.669	9700	0.128	2.2	9700	1.583
3574	0.565	9800	0.117	2.254	9800	1.552
3575	2.05	10600	0.111	3.113	10600	1.519
3576	0.733	10000	0.119	2.298	10000	1.525
3577	0.118	9900	0.121	1.86	9900	1.525
3578	1.148	9900	0.145	2.646	9900	1.603
3579	0.159	9900	0.143	2.062	9900	1.614
3580	0.197	10300	0.132	1.955	10300	1.635
3581	0.139	9600	0.13	2.032	9600	1.629
3582	0.144	9300	0.141	1.837	9300	1.62
3583	1.287	10500	0.135	2.807	10500	1.586
3584	0.139	9500	0.138	1.8	9500	1.549
3585	0.672	10700	0.146	2.349	10700	1.603
3586	1.63	10600	0.138	2.965	10600	1.666
3587	0.72	10400	0.132	2.317	10400	1.653
3588	0.155	10600	0.129	2.12	10600	1.566
3589	0.862	10900	0.097	2.595	10900	1.56
3590	1.88	10600	0.104	3.518	10600	1.603
3591	0.148	10300	0.13	2.202	10300	1.607
3592	0.565	10600	0.136	2.338	10600	1.551
3593	0.147	9300	0.128	2.153	9300	1.545
3594	2.182	10900	0.122	3.359	10900	1.556
3595	5.036	10900	0.12	5.381	10900	1.627
3596	3.21	10300	0.123	4.023	10300	1.616
3597	0.214	10700	0.129	2.307	10700	1.629
3598	0.205	9300	0.144	1.888	9300	1.66
3599	0.13	10600	0.135	2.047	10600	1.628
3600	0.345	10600	0.123	2.202	10600	1.567
3601	0.146	9900	0.117	1.957	9900	1.587
3602	0.295	10200	0.134	1.997	10200	1.627
3603	0.139	10300	0.132	1.964	10300	1.592
3604	0.142	10500	0.098	2.052	10500	1.582
3605	0.295	8000	0.111	1.916	8000	1.589
3606	0.646	10000	0.118	2.285	10000	1.592
3607	0.743	10500	0.11	2.358	10500	1.591
3608	0.132	9500	0.112	1.793	9500	1.609
3609	1.405	10700	0.115	2.888	10700	1.547
3610	0.165	9700	0.113	1.852	9700	1.561
3611	0.753	10700	0.141	2.436	10700	1.573
3612	0.294	8900	0.151	2.034	8900	1.618
3613	1.128	10500	0.132	2.617	10500	1.628
3614	0.116	8000	0.126	1.902	8000	1.547
3615	0.149	8900	0.15	1.802	8900	1.54
3616	1.202	6600	0.15	2.652	6600	1.573
3617	11.019	10400	0.151	9.489	10400	1.586
3618	1.348	10800	0.148	2.677	10800	1.594
3619	0.167	9900	0.124	1.991	9900	1.61
3620	0.141	10000	0.137	1.791	10000	1.62
3621	0.149	9700	0.13	1.991	9700	1.554
3622	0.131	10000	0.128	2.147	10000	1.535
3623	0.138	10800	0.118	2.06	10800	1.476
3624	0.137	10500	0.108	1.991	10500	1.439
3625	0.122	10900	0.101	2.131	10900	1.505
3626	0.15	9800	0.1	2.05	9800	1.527
3627	1.202	10800	0.151	2.779	10800	1.606
3628	0.154	9400	0.148	2.097	9400	1.667
3629	2.206	9800	0.116	3.338	9800	1.653
3630	0.455	10300	0.116	2.121	10300	1.595
3631	0.308	10300	0.143	1.995	10300	1.528
3632	0.178	8900	0.132	1.909	8900	1.529
3633	6.31	10700	0.147	6.841	10700	1.544
3634	0.173	9400	0.141	2.016	9400	1.602
3635	0.278	10200	0.13	2.021	10200	1.6
3636	0.193	9900	0.127	2.06	9900	1.599
3637	0.133	10600	0.112	1.827	10600	1.561
3638	0.285	8900	0.088	2.048	8900	1.573
3639	0.131	8900	0.094	1.81	8900	1.602
3640	6.023	11200	0.126	5.582	11200	1.586
3641	0.16	9500	0.14	1.901	9500	1.535
3642	2.878	10000	0.131	3.811	10000	1.529
3643	0.264	9000	0.126	2.083	9000	1.542
3644	0.256	9200	0.127	1.955	9200	1.624
3645	0.123	10300	0.126	1.907	10300	1.596
3646	0.122	9100	0.128	1.86	9100	1.601
3647	2.105	10700	0.133	3.289	10700	1.665
3648	0.827	11200	0.131	2.368	11200	1.623
3649	0.344	7000	0.119	2.022	7000	1.583
3650	0.16	10100	0.115	1.815	10100	1.59
3651	0.163	9000	0.118	1.806	9000	1.616
3652	0.164	8000	0.134	1.821	8000	1.656
3653	0.15	10000	0.102	2.051	10000	1.659
3654	0.14	10500	0.098	2.196	10500	1.586
3655	1.241	11200	0.117	2.858	11200	1.574
3656	0.84	10500	0.11	2.497	10500	1.575
3657	1.253	11100	0.104	2.99	11100	1.561
3658	0.178	10400	0.112	2.24	10400	1.536
3659	0.168	10800	0.13	2.157	10800	1.557
3660	0.162	10400	0.125	2.106	10400	1.587
3661	0.136	10000	0.12	1.822	10000	1.631
3662	4.497	10700	0.116	5.289	10700	1.623
3663	32.32	11200	0.133	24.005	11200	1.583
3664	0.497	10600	0.152	2.274	10600	1.6
3665	0.187	10500	0.148	2.153	10500	1.612
3666	3.705	11100	0.144	4.596	11100	1.624
3667	2.556	10500	0.148	3.917	10500	1.648
3668	0.162	10500	0.13	2.105	10500	1.627
3669	2.328	10700	0.13	3.473	10700	1.659
3670	0.152	8500	0.134	1.875	8500	1.637
3671	1.234	10300	0.118	2.658	10300	1.518
3672	0.258	9500	0.117	1.93	9500	1.524
3673	0.134	9600	0.101	1.854	9600	1.498
3674	0.669	10700	0.097	2.22	10700	1.46
3675	0.169	9600	0.103	1.872	9600	1.447
3676	1.052	10500	0.133	2.595	10500	1.624
3677	0.421	10400	0.138	2.088	10400	1.648
3678	0.265	10200	0.138	2.009	10200	1.624
3679	0.141	8900	0.116	1.843	8900	1.604
3680	2.048	10400	0.129	3.252	10400	1.547
3681	0.232	10600	0.149	1.911	10600	1.53
3682	0.137	9500	0.148	1.793	9500	1.569
3683	1.639	10600	0.128	3.002	10600	1.576
3684	0.147	9500	0.128	1.911	9500	1.562
3685	0.133	10400	0.124	1.986	10400	1.582
3686	0.207	10900	0.113	2.133	10900	1.569
3687	0.651	11100	0.1	2.241	11100	1.555
3688	2.104	10800	0.088	3.241	10800	1.579
3689	0.134	9900	0.136	2.036	9900	1.592
3690	0.527	10700	0.144	2.17	10700	1.575
3691	1.277	10600	0.147	2.654	10600	1.552
3692	0.202	10600	0.138	1.991	10600	1.583
3693	8.784	10700	0.131	7.624	10700	1.597
3694	0.145	9500	0.124	1.972	9500	1.584
3695	0.207	9900	0.116	1.987	9900	1.582
3696	0.191	10000	0.119	2.015	10000	1.599
3697	0.362	10700	0.125	2.095	10700	1.589
3698	3.723	10600	0.12	4.175	10600	1.547
3699	0.229	9400	0.109	1.952	9400	1.559
3700	0.143	9700	0.108	2.068	9700	1.597
3701	105.979	7800	0.128	65.097	7800	1.597
3702	64.152	7000	0.133	44.956	7000	1.655
3703	27.05	8700	0.146	21.079	8700	1.591
3704	18.224	7600	0.161	12.321	7600	1.516
3705	15.39	10500	0.145	11.831	10500	1.581
3706	1.345	4400	0.126	2.369	4400	1.599
3707	0.777	5900	0.121	2.212	5900	1.615
3708	0.435	9600	0.142	1.967	9600	1.556
3709	0.238	5500	0.128	1.867	5500	1.547
3710	0.23	7800	0.101	1.756	7800	1.639
3711	4.877	7300	0.108	37.334	7300	1.648
3712	0.153	8000	0.142	1.751	8000	1.649
3713	1.733	8700	0.138	5.441	8700	1.64
3714	1.321	6800	0.144	2.047	6800	1.618
3715	20.436	8800	0.144	39.535	8800	1.657
3716	24.628	7100	0.149	5.813	7100	1.59
3717	1.657	10600	0.137	2.944	10600	1.606
3718	0.294	10100	0.118	2.028	10100	1.646
3719	0.294	10100	0.109	1.955	10100	1.601
3720	0.818	10300	0.096	2.274	10300	1.57
3721	0.937	10100	0.11	2.449	10100	1.579
3722	0.139	9300	0.116	1.864	9300	1.558
3723	0.144	10100	0.113	1.86	10100	1.46
3724	0.606	10100	0.112	2.151	10100	1.444
3725	0.133	10200	0.129	1.901	10200	1.626
3726	4.635	10600	0.138	5.07	10600	1.627
3727	0.475	10500	0.134	1.991	10500	1.586
3728	0.835	9900	0.115	2.417	9900	1.558
3729	0.148	8500	0.131	1.918	8500	1.551
3730	0.663	10100	0.138	2.164	10100	1.539
3731	1.005	10700	0.139	2.301	10700	1.583
3732	1.843	10700	0.134	2.879	10700	1.571
3733	13.537	11200	0.155	11.387	11200	1.536
3734	2.883	10600	0.168	4.171	10600	1.54
3735	0.263	9900	0.147	1.937	9900	1.544
3736	0.136	9600	0.106	1.87	9600	1.522
3737	0.867	10600	0.099	2.404	10600	1.58
3738	0.241	10800	0.137	2.067	10800	1.569
3739	2.096	10600	0.14	3.184	10600	1.526
3740	0.138	10000	0.14	1.953	10000	1.562
3741	0.138	8900	0.128	1.717	8900	1.594
3742	0.928	10400	0.112	2.291	10400	1.583
3743	0.303	10500	0.124	1.997	10500	1.601
3744	0.449	10100	0.132	2.107	10100	1.588
3745	0.961	10400	0.11	2.315	10400	1.582
3746	0.177	9200	0.133	1.918	9200	1.565
3747	0.889	10700	0.117	2.426	10700	1.547
3748	0.418	10300	0.1	1.984	10300	1.529
3749	0.199	10100	0.12	1.773	10100	1.539
3750	1.486	10600	0.13	2.755	10600	1.565
3751	0.232	10200	0.142	1.818	10200	1.581
3752	1.978	10100	0.146	3.222	10100	1.577
3753	1.064	10500	0.14	2.473	10500	1.568
3754	1.555	10700	0.132	2.759	10700	1.589
3755	0.819	10000	0.127	2.431	10000	1.614
3756	1.153	10600	0.121	2.574	10600	1.613
3757	0.147	9200	0.121	1.751	9200	1.556
3758	0.141	8500	0.117	1.877	8500	1.564
3759	0.711	10900	0.115	2.182	10900	1.606
3760	0.138	7900	0.101	1.699	7900	1.599
3761	1.993	10600	0.1	3.094	10600	1.617
3762	9.42	10800	0.107	8.64	10800	1.575
3763	0.173	6900	0.141	2.026	6900	1.569
3764	0.131	10600	0.121	1.988	10600	1.555
3765	0.137	10100	0.14	2.083	10100	1.557
3766	2.724	10800	0.138	3.525	10800	1.577
3767	0.323	10700	0.098	2.133	10700	1.589
3768	1.712	10600	0.102	2.752	10600	1.616
3769	1.482	10500	0.115	2.824	10500	1.603
3770	0.126	8500	0.107	1.916	8500	1.57
3771	0.263	10300	0.11	1.815	10300	1.536
3772	0.564	10400	0.105	2.043	10400	1.477
3773	0.475	11200	0.103	2.306	11200	1.471
3774	0.45	10700	0.129	2.229	10700	1.639
3775	0.83	11000	0.128	2.603	11000	1.651
3776	1.601	11200	0.107	3.008	11200	1.616
3777	3.742	11200	0.107	4.476	11200	1.582
3778	1.018	11100	0.129	2.693	11100	1.546
3779	0.493	10900	0.134	2.22	10900	1.544
3780	1.029	10900	0.133	2.675	10900	1.626
3781	0.374	10300	0.125	1.947	10300	1.614
3782	0.985	10300	0.121	2.339	10300	1.58
3783	0.703	10400	0.164	2.154	10400	1.57
3784	2.713	11000	0.161	3.333	11000	1.555
3785	1.625	8400	0.124	2.699	8400	1.544
3786	0.446	9500	0.11	2.133	9500	1.571
3787	0.42	5000	0.118	1.898	5000	1.568
3788	0.131	9700	0.145	1.766	9700	1.576
3789	0.162	9600	0.149	1.674	9600	1.564
3790	4.154	10600	0.098	4.369	10600	1.56
3791	0.715	10300	0.094	2.22	10300	1.594
3792	0.21	10100	0.125	1.788	10100	1.627
3793	0.151	9300	0.13	1.771	9300	1.574
3794	0.144	9200	0.127	1.783	9200	1.586
3795	6.313	10900	0.129	5.714	10900	1.619
3796	0.142	8000	0.104	1.722	8000	1.57
3797	0.209	11100	0.1	1.939	11100	1.545
3798	0.168	10100	0.123	1.976	10100	1.542
3799	1.898	8100	0.134	2.992	8100	1.63
3800	0.176	6800	0.134	1.725	6800	1.639
3801	0.814	10500	0.119	2.147	10500	1.616
3802	0.261	10400	0.122	1.862	10400	1.609
3803	0.133	10700	0.11	1.828	10700	1.572
3804	0.412	10300	0.092	2.001	10300	1.505
3805	1.053	11200	0.1	2.412	11200	1.546
3806	0.428	11100	0.116	2.123	11100	1.546
3807	1.86	11200	0.133	3.006	11200	1.62
3808	0.406	10500	0.128	2.085	10500	1.572
3809	0.151	9200	0.128	1.774	9200	1.502
3810	0.407	10400	0.117	2.084	10400	1.509
3811	0.139	10400	0.144	1.941	10400	1.563
3812	0.382	11100	0.154	2.251	11100	1.577
3813	0.144	10500	0.121	1.96	10500	1.576
3814	0.524	10200	0.122	2.204	10200	1.57
3815	0.128	9500	0.134	1.837	9500	1.574
3816	0.268	10100	0.119	2.001	10100	1.574
3817	0.868	11000	0.115	2.412	11000	1.611
3818	0.152	9200	0.122	1.839	9200	1.582
3819	11.727	11100	0.106	10.81	11100	1.558
3820	0.144	10300	0.104	1.742	10300	1.58
3821	0.133	7600	0.137	1.656	7600	1.508
3822	0.181	9000	0.117	1.794	9000	1.458
3823	0.331	9000	0.115	1.851	9000	1.619
3824	0.144	7600	0.096	1.75	7600	1.64
3825	0.133	8000	0.102	1.758	8000	1.616
3826	0.233	7900	0.107	1.713	7900	1.589
3827	0.405	6100	0.108	1.852	6100	1.548
3828	0.547	10400	0.123	2.01	10400	1.525
3829	0.306	10000	0.142	2.008	10000	1.529
3830	0.136	9800	0.113	1.95	9800	1.545
3831	0.198	10200	0.122	1.862	10200	1.575
3832	0.78	10900	0.152	2.604	10900	1.576
3833	0.241	9900	0.141	2.07	9900	1.598
3834	9.741	11100	0.133	8.152	11100	1.564
3835	0.503	9000	0.116	2.127	9000	1.596
3836	0.354	10400	0.128	2.266	10400	1.66
3837	0.209	10600	0.161	1.956	10600	1.613
3838	0.56	10700	0.16	2.291	10700	1.576
3839	1.722	10900	0.128	2.773	10900	1.581
3840	0.152	10200	0.126	1.9	10200	1.602
3841	0.26	9300	0.129	1.881	9300	1.594
3842	0.132	9700	0.125	1.916	9700	1.574
3843	0.134	8500	0.129	1.947	8500	1.624
3844	3.014	11200	0.13	3.966	11200	1.631
3845	0.2	9200	0.109	1.913	9200	1.577
3846	1.102	10000	0.119	2.597	10000	1.565
3847	0.187	8000	0.141	1.728	8000	1.578
3848	0.167	8600	0.141	1.808	8600	1.596
3849	2.061	11000	0.151	3.083	11000	1.582
3850	0.131	9300	0.146	1.788	9300	1.566
3851	0.159	8700	0.123	1.793	8700	1.577
3852	0.171	9900	0.099	1.78	9900	1.548
3853	0.75	10300	0.116	2.117	10300	1.505
3854	0.158	8100	0.126	1.806	8100	1.577
3855	0.417	10400	0.132	2.066	10400	1.577
3856	0.226	10100	0.164	1.847	10100	1.554
3857	0.152	8200	0.16	1.767	8200	1.565
3858	0.125	8000	0.143	1.697	8000	1.594
3859	0.135	9500	0.141	1.773	9500	1.61
3860	1.565	10700	0.135	3.076	10700	1.61
3861	0.486	10900	0.147	2.062	10900	1.595
3862	0.944	10900	0.124	2.387	10900	1.615
3863	0.132	9300	0.117	1.882	9300	1.615
3864	0.807	11100	0.116	2.689	11100	1.571
3865	0.668	10700	0.125	2.372	10700	1.57
3866	0.128	9700	0.129	2.03	9700	1.578
3867	0.236	10500	0.116	1.97	10500	1.577
3868	2.033	10600	0.117	3.267	10600	1.546
3869	1.267	11000	0.111	2.61	11000	1.596
3870	0.379	10900	0.131	2.001	10900	1.577
3871	0.132	10200	0.131	1.799	10200	1.516
3872	0.745	10300	0.121	2.436	10300	1.571
3873	0.284	10400	0.124	1.899	10400	1.596
3874	0.964	10500	0.121	2.631	10500	1.59
