SPOT_LABEL	CH1_NBC_INT	CH1_SPOT_AREA	CH1_SPOT_BKGD	CH2_NBC_INT	CH2_SPOT_AREA	CH2_SPOT_BKGD
1	0.256	9100	0.117	2.355	9100	1.722
2	0.236	7000	0.128	2.301	7000	1.757
3	0.177	8700	0.13	2.184	8700	1.776
4	0.178	8500	0.137	2.297	8500	1.772
5	0.189	7300	0.145	2.231	7300	1.709
6	0.197	8800	0.122	2.013	8800	1.721
7	0.177	9800	0.127	2.271	9800	1.776
8	0.236	8300	0.139	2.208	8300	1.739
9	0.164	9000	0.151	2.568	9000	1.739
10	0.281	9500	0.157	2.837	9500	1.702
11	4.18	10400	0.148	5.19	10400	1.702
12	0.42	10600	0.148	3.129	10600	1.781
13	4.076	9300	0.159	4.826	9300	1.781
14	0.282	9200	0.142	2.837	9200	1.793
15	13.492	10700	0.136	11.959	10700	1.797
16	1.567	9400	0.146	3.689	9400	1.827
17	0.182	9300	0.162	2.525	9300	1.747
18	6.659	10100	0.133	6.766	10100	1.8
19	1.185	9200	0.173	3.305	9200	1.759
20	0.198	9600	0.191	2.81	9600	1.702
21	0.193	9600	0.169	2.463	9600	1.765
22	10.671	9300	0.202	9.038	9300	1.76
23	0.273	9700	0.195	2.718	9700	1.76
24	1.35	8400	0.193	2.92	8400	1.772
25	1.342	10300	0.272	3.522	10300	1.721
26	0.374	9000	0.245	2.744	9000	1.715
27	0.386	9300	0.215	2.646	9300	1.815
28	0.301	9200	0.223	2.501	9200	1.811
29	0.852	9000	0.18	2.721	9000	1.722
30	0.183	9200	0.157	2.373	9200	1.7
31	0.252	10000	0.164	2.557	10000	1.696
32	0.202	8900	0.138	2.558	8900	1.689
33	1.678	10000	0.148	3.464	10000	1.718
34	0.306	8800	0.152	2.656	8800	1.692
35	3.309	10400	0.136	5.064	10400	1.646
36	0.169	9800	0.15	2.459	9800	1.722
37	0.537	9600	0.149	2.864	9600	1.722
38	3.161	10600	0.147	4.356	10600	1.704
39	1.313	10400	0.181	3.444	10400	1.681
40	1.085	9900	0.201	3.319	9900	1.763
41	0.204	7300	0.136	2.353	7300	1.677
42	0.208	9200	0.127	2.404	9200	1.589
43	9.545	10600	0.129	8.391	10600	1.565
44	0.573	9100	0.11	2.549	9100	1.653
45	4.152	10200	0.116	5.005	10200	1.66
46	0.697	10000	0.135	2.709	10000	1.618
47	0.406	9300	0.138	2.573	9300	1.61
48	0.166	10000	0.128	2.123	10000	1.448
49	0.486	6900	0.147	1.926	6900	1.346
50	0.188	8100	0.132	2.233	8100	1.737
51	0.364	8400	0.119	2.66	8400	1.727
52	0.339	6700	0.139	2.43	6700	1.767
53	0.197	7100	0.139	2.093	7100	1.759
54	0.395	8000	0.137	2.466	8000	1.695
55	0.206	8900	0.12	2.208	8900	1.71
56	0.866	5300	0.124	2.635	5300	1.731
57	2.172	8100	0.141	3.827	8100	1.735
58	0.162	8400	0.147	2.263	8400	1.776
59	0.268	6500	0.158	2.349	6500	1.758
60	0.175	8400	0.116	2.506	8400	1.711
61	0.179	8600	0.113	2.257	8600	1.723
62	0.222	7400	0.145	2.179	7400	1.738
63	8.166	9600	0.138	7.473	9600	1.728
64	2.052	8600	0.136	3.478	8600	1.745
65	2.582	9900	0.137	3.996	9900	1.756
66	0.187	9400	0.143	2.622	9400	1.748
67	0.315	10200	0.152	2.713	10200	1.788
68	0.47	9400	0.189	2.651	9400	1.704
69	44.294	10500	0.213	30.239	10500	1.679
70	0.182	8000	0.222	2.187	8000	1.793
71	0.426	10300	0.255	2.649	10300	1.846
72	0.476	8200	0.29	2.526	8200	1.811
73	0.515	9000	0.286	2.593	9000	1.788
74	0.632	9200	0.327	2.435	9200	1.766
75	0.342	9100	0.325	2.423	9100	1.748
76	0.855	8000	0.283	2.583	8000	1.826
77	0.438	9800	0.289	2.531	9800	1.836
78	1.002	9200	0.3	2.938	9200	1.726
79	0.318	9800	0.201	2.429	9800	1.692
80	1.626	10000	0.177	3.168	10000	1.692
81	0.424	10600	0.245	2.102	10600	1.711
82	0.162	8000	0.174	2.053	8000	1.709
83	4.978	9700	0.162	5.509	9700	1.73
84	1.933	10000	0.145	3.505	10000	1.668
85	0.59	9100	0.157	2.624	9100	1.641
86	0.538	9200	0.175	2.633	9200	1.708
87	0.18	10200	0.142	2.334	10200	1.729
88	0.519	7500	0.142	2.497	7500	1.751
89	0.185	9000	0.143	1.943	9000	1.764
90	0.351	5500	0.152	2.202	5500	1.677
91	0.752	4000	0.138	2.311	4000	1.625
92	0.183	8600	0.125	1.775	8600	1.596
93	0.19	9300	0.119	1.74	9300	1.638
94	0.181	9700	0.126	1.704	9700	1.638
95	0.17	8000	0.139	1.611	8000	1.541
96	0.182	7800	0.138	1.805	7800	1.493
97	0.173	10700	0.138	2.019	10700	1.344
98	0.188	10300	0.146	1.871	10300	1.166
99	1.007	10400	0.164	3.135	10400	1.696
100	0.168	9400	0.159	2.529	9400	1.672
101	0.143	10400	0.142	2.557	10400	1.756
102	0.157	9400	0.142	2.556	9400	1.788
103	0.17	9300	0.125	2.564	9300	1.694
104	0.159	10100	0.115	2.586	10100	1.692
105	0.703	9800	0.12	2.783	9800	1.708
106	0.162	10400	0.136	2.415	10400	1.724
107	0.158	9800	0.129	2.594	9800	1.797
108	1.452	10400	0.135	3.285	10400	1.761
109	0.173	8700	0.141	2.328	8700	1.744
110	0.188	9700	0.125	2.567	9700	1.727
111	0.165	10000	0.125	2.309	10000	1.715
112	1.637	10200	0.138	3.386	10200	1.71
113	0.177	8800	0.146	2.234	8800	1.702
114	15.718	10400	0.139	11.94	10400	1.717
115	0.313	8900	0.148	2.214	8900	1.746
116	2.119	9300	0.153	3.621	9300	1.699
117	0.424	8300	0.143	2.368	8300	1.683
118	1.547	9600	0.202	3.19	9600	1.7
119	0.756	9700	0.202	2.6	9700	1.728
120	0.315	8300	0.229	2.216	8300	1.836
121	0.422	9600	0.279	2.294	9600	1.816
122	0.388	7900	0.279	2.143	7900	1.766
123	0.698	6800	0.335	2.547	6800	1.859
124	0.54	9000	0.334	2.576	9000	1.855
125	0.635	6800	0.309	2.256	6800	1.823
126	0.349	8300	0.285	2.093	8300	1.851
127	0.397	8400	0.3	2.188	8400	1.857
128	0.331	10400	0.24	2.297	10400	1.736
129	0.354	10400	0.301	2.404	10400	1.748
130	0.932	10500	0.379	2.821	10500	1.75
131	0.593	10400	0.263	2.66	10400	1.771
132	5.403	10500	0.171	5.701	10500	1.77
133	0.187	9600	0.164	2.391	9600	1.709
134	0.171	8800	0.164	2.321	8800	1.7
135	4.372	9100	0.183	6.128	9100	1.722
136	0.185	10000	0.15	2.228	10000	1.71
137	1.702	10500	0.15	3.2	10500	1.716
138	0.164	9800	0.132	2.207	9800	1.702
139	1.023	9100	0.149	2.68	9100	1.7
140	0.199	9300	0.148	2.176	9300	1.628
141	0.684	10100	0.147	2.589	10100	1.603
142	0.504	9500	0.153	2.413	9500	1.603
143	0.159	10300	0.159	2.233	10300	1.605
144	0.384	9100	0.15	2.123	9100	1.537
145	1.013	9200	0.131	2.134	9200	1.436
146	0.138	8600	0.118	1.603	8600	1.203
147	0.34	8200	0.128	1.756	8200	1.159
148	0.168	8400	0.155	2.25	8400	1.713
149	1.265	9700	0.139	3.052	9700	1.733
150	0.154	10100	0.155	2.22	10100	1.764
151	0.165	9100	0.166	2.318	9100	1.788
152	0.181	8500	0.115	2.026	8500	1.709
153	0.194	9300	0.11	2.192	9300	1.689
154	0.16	8600	0.11	2.05	8600	1.693
155	0.359	9400	0.11	2.372	9400	1.709
156	0.153	8900	0.129	2.155	8900	1.708
157	0.165	8400	0.131	2.044	8400	1.695
158	0.168	8700	0.136	2.245	8700	1.701
159	0.998	8600	0.14	2.611	8600	1.674
160	0.397	5400	0.13	2.327	5400	1.668
161	1.267	10400	0.127	3.284	10400	1.696
162	2.311	11100	0.14	3.933	11100	1.692
163	1.454	10500	0.139	3.304	10500	1.662
164	0.4	10200	0.129	2.478	10200	1.666
165	1.369	10300	0.153	3.042	10300	1.668
166	0.371	8900	0.148	2.408	8900	1.707
167	36.566	10600	0.212	28.98	10600	1.715
168	15.724	10600	0.19	12.611	10600	1.7
169	0.189	9900	0.178	2.251	9900	1.701
170	0.82	10100	0.22	2.736	10100	1.745
171	0.328	10000	0.233	2.334	10000	1.74
172	0.423	9900	0.297	2.518	9900	1.753
173	0.539	9900	0.298	2.516	9900	1.791
174	0.355	10200	0.297	2.232	10200	1.819
175	0.867	10500	0.279	2.73	10500	1.861
176	0.485	10800	0.287	2.573	10800	1.811
177	0.372	9600	0.204	2.133	9600	1.74
178	1.978	10100	0.168	3.267	10100	1.702
179	0.357	9800	0.295	2.222	9800	1.704
180	0.141	8000	0.205	1.986	8000	1.704
181	0.485	7400	0.153	2.27	7400	1.686
182	0.196	8000	0.166	1.845	8000	1.682
183	12.653	10100	0.198	11.629	10100	1.704
184	1.773	9300	0.19	3.127	9300	1.722
185	0.379	6300	0.175	2.233	6300	1.711
186	0.163	9500	0.158	2.024	9500	1.696
187	0.181	10100	0.128	2.066	10100	1.634
188	0.174	9400	0.16	2.145	9400	1.62
189	0.21	8100	0.161	1.997	8100	1.571
190	0.172	10000	0.149	1.911	10000	1.553
191	0.188	9600	0.146	2.06	9600	1.564
192	0.204	9500	0.153	2.125	9500	1.598
193	0.167	10400	0.159	2.024	10400	1.51
194	0.621	9900	0.128	2.089	9900	1.321
195	0.234	10500	0.095	1.447	10500	1.126
196	0.142	10900	0.129	1.647	10900	1.045
197	2.766	10900	0.134	4.056	10900	1.671
198	0.399	10100	0.144	2.419	10100	1.707
199	0.162	9700	0.155	2.155	9700	1.76
200	1.649	9800	0.164	3.387	9800	1.717
201	0.173	10600	0.142	2.369	10600	1.703
202	0.628	10500	0.14	2.687	10500	1.731
203	2.575	10700	0.129	4.087	10700	1.73
204	0.179	8700	0.125	2.097	8700	1.697
205	0.493	10800	0.139	2.613	10800	1.692
206	0.175	10600	0.146	2.61	10600	1.692
207	0.621	9900	0.137	2.771	9900	1.691
208	0.899	10200	0.147	2.989	10200	1.651
209	0.152	9100	0.143	2.021	9100	1.64
210	0.161	10100	0.122	2.168	10100	1.675
211	2.204	10000	0.139	3.509	10000	1.7
212	0.4	9700	0.153	2.301	9700	1.711
213	0.226	9900	0.145	2.328	9900	1.707
214	1.369	10100	0.163	2.865	10100	1.726
215	0.417	9700	0.182	2.438	9700	1.715
216	0.445	10100	0.258	2.117	10100	1.701
217	0.234	9500	0.237	1.96	9500	1.698
218	0.259	9900	0.233	1.856	9900	1.728
219	0.974	9900	0.257	2.453	9900	1.665
220	0.244	9000	0.233	2.115	9000	1.669
221	0.311	10000	0.241	1.982	10000	1.726
222	0.333	8900	0.259	2.034	8900	1.776
223	0.388	9900	0.236	2.083	9900	1.818
224	0.378	10200	0.262	2.058	10200	1.821
225	0.32	10600	0.309	2.039	10600	1.761
226	0.819	10500	0.207	2.481	10500	1.702
227	0.241	10700	0.161	2.341	10700	1.668
228	0.178	10100	0.185	2.137	10100	1.691
229	0.272	9900	0.193	2.18	9900	1.675
230	1.105	11000	0.159	3.158	11000	1.651
231	1.143	11100	0.167	3.095	11100	1.695
232	0.787	10300	0.183	2.545	10300	1.692
233	6.638	10300	0.189	5.963	10300	1.698
234	2.788	9800	0.191	3.895	9800	1.709
235	4.048	10500	0.162	4.685	10500	1.675
236	0.604	10300	0.135	2.471	10300	1.642
237	0.148	9900	0.16	1.934	9900	1.583
238	6.41	10200	0.167	5.916	10200	1.578
239	0.16	10300	0.171	2.182	10300	1.553
240	0.247	10100	0.143	2.137	10100	1.527
241	0.297	7900	0.132	1.916	7900	1.538
242	2.25	9600	0.146	3.037	9600	1.482
243	0.412	9500	0.147	1.986	9500	1.38
244	1.18	9100	0.111	2.155	9100	1.287
245	0.11	7800	0.141	1.15	7800	1.063
246	1.834	10000	0.135	3.349	10000	1.64
247	0.251	9500	0.144	2.066	9500	1.658
248	0.832	9600	0.132	2.59	9600	1.675
249	0.288	9000	0.144	2.169	9000	1.66
250	0.247	9200	0.165	2.134	9200	1.708
251	0.167	9500	0.157	2.072	9500	1.75
252	0.555	9700	0.129	2.233	9700	1.768
253	0.238	9500	0.129	2.078	9500	1.694
254	0.217	9500	0.144	2.095	9500	1.682
255	2.141	7800	0.14	3.614	7800	1.718
256	0.169	7700	0.141	2.119	7700	1.679
257	0.784	9400	0.13	2.492	9400	1.645
258	3.997	9800	0.108	5.174	9800	1.705
259	0.449	9400	0.138	2.464	9400	1.687
260	0.746	10200	0.145	2.68	10200	1.651
261	0.158	9700	0.156	2.113	9700	1.668
262	0.163	10600	0.164	2.326	10600	1.714
263	0.176	10400	0.154	1.864	10400	1.739
264	0.152	10300	0.175	2.176	10300	1.737
265	1.748	10200	0.202	3.09	10200	1.676
266	0.539	9400	0.212	2.282	9400	1.697
267	0.525	10000	0.362	2.185	10000	1.883
268	0.47	9200	0.385	2.099	9200	1.725
269	0.829	9800	0.272	2.61	9800	1.711
270	0.306	9300	0.207	2.085	9300	1.733
271	0.872	10300	0.243	2.553	10300	1.754
272	7.09	10600	0.275	6.922	10600	1.811
273	0.341	8900	0.275	2.107	8900	1.771
274	0.291	10300	0.232	2.2	10300	1.697
275	0.201	9600	0.169	2.135	9600	1.684
276	0.405	10600	0.177	2.272	10600	1.708
277	0.414	9800	0.212	2.264	9800	1.793
278	0.247	8600	0.19	1.983	8600	1.744
279	0.277	9900	0.161	2.034	9900	1.708
280	0.355	9500	0.162	2.133	9500	1.692
281	0.523	9800	0.162	2.272	9800	1.698
282	0.177	10000	0.181	1.844	10000	1.656
283	0.412	3100	0.18	2.03	3100	1.647
284	0.384	7700	0.152	2.072	7700	1.671
285	0.217	8000	0.16	1.927	8000	1.656
286	0.203	7900	0.163	1.892	7900	1.618
287	0.328	9800	0.162	2.1	9800	1.616
288	0.161	8000	0.151	1.728	8000	1.551
289	0.263	9200	0.147	1.948	9200	1.524
290	1.588	10500	0.148	2.75	10500	1.552
291	0.408	9700	0.16	2.019	9700	1.572
292	0.173	9600	0.153	1.937	9600	1.492
293	0.148	10300	0.145	1.913	10300	1.427
294	0.155	10300	0.141	1.651	10300	1.332
295	0.158	9900	0.132	2.174	9900	1.687
296	3.018	10700	0.155	3.938	10700	1.674
297	0.132	10000	0.137	2.055	10000	1.663
298	3.681	11100	0.158	4.599	11100	1.712
299	33.185	10700	0.176	21.836	10700	1.733
300	6.506	10000	0.152	6.503	10000	1.718
301	2.578	10700	0.132	3.527	10700	1.698
302	0.746	10700	0.141	2.413	10700	1.72
303	0.158	10000	0.153	1.959	10000	1.714
304	2.664	10500	0.153	3.681	10500	1.706
305	0.248	9800	0.153	2.183	9800	1.68
306	0.221	9800	0.142	2.061	9800	1.76
307	0.294	10300	0.122	2.091	10300	1.807
308	0.168	8400	0.129	2.07	8400	1.706
309	0.156	9300	0.134	1.936	9300	1.645
310	2.68	10500	0.134	3.838	10500	1.667
311	0.174	9100	0.152	2.046	9100	1.638
312	1.818	10000	0.149	3.155	10000	1.664
313	0.667	8100	0.189	2.305	8100	1.719
314	0.282	9500	0.217	2.007	9500	1.723
315	1.504	10300	0.22	2.814	10300	1.763
316	0.31	9700	0.247	2.015	9700	1.817
317	0.448	9900	0.258	1.941	9900	1.704
318	0.27	10600	0.174	2.029	10600	1.7
319	37.975	10300	0.156	30.284	10300	1.704
320	3.925	10400	0.183	4.731	10400	1.696
321	0.174	9300	0.242	2.129	9300	1.718
322	0.246	9200	0.211	2.11	9200	1.718
323	0.181	10200	0.167	2.217	10200	1.69
324	0.553	10300	0.16	2.642	10300	1.653
325	0.245	10000	0.201	2.222	10000	1.668
326	0.35	9500	0.245	2.322	9500	1.811
327	0.22	10500	0.208	2.17	10500	1.737
328	0.214	10700	0.156	2.186	10700	1.659
329	0.204	10300	0.171	1.905	10300	1.653
330	0.167	9200	0.163	1.912	9200	1.653
331	2.274	10700	0.162	3.509	10700	1.668
332	12.002	10600	0.16	8.863	10600	1.637
333	0.289	10100	0.152	1.974	10100	1.668
334	0.667	10100	0.158	2.299	10100	1.654
335	7.104	10400	0.158	7.042	10400	1.616
336	0.176	8800	0.165	1.987	8800	1.577
337	0.154	9400	0.141	1.865	9400	1.543
338	3.646	10400	0.142	4.118	10400	1.564
339	0.312	8800	0.154	1.898	8800	1.636
340	0.832	9600	0.168	2.27	9600	1.682
341	4.524	10000	0.153	4.308	10000	1.529
342	29.72	10500	0.148	19.849	10500	1.451
343	0.172	8000	0.128	1.722	8000	1.392
344	4.084	10300	0.124	4.733	10300	1.687
345	6.78	10400	0.14	6.429	10400	1.67
346	0.214	7000	0.15	1.912	7000	1.688
347	0.213	9400	0.159	1.949	9400	1.711
348	0.27	9500	0.15	2.028	9500	1.733
349	0.169	8200	0.152	1.907	8200	1.673
350	0.164	9700	0.153	1.949	9700	1.652
351	0.147	10100	0.16	2.011	10100	1.676
352	2.454	10600	0.186	3.557	10600	1.662
353	0.892	9700	0.169	2.507	9700	1.682
354	5.034	9600	0.162	5.448	9600	1.746
355	0.366	8800	0.161	2.106	8800	1.752
356	0.152	10500	0.143	2.07	10500	1.731
357	0.19	10400	0.135	2.041	10400	1.673
358	0.187	10600	0.137	2.242	10600	1.664
359	4.436	11100	0.135	5.095	11100	1.684
360	2.078	10300	0.132	3.443	10300	1.678
361	0.158	10700	0.147	2.064	10700	1.668
362	0.273	10700	0.192	2.145	10700	1.668
363	0.547	9900	0.249	2.274	9900	1.715
364	0.39	9400	0.242	2.011	9400	1.718
365	1.472	10600	0.231	2.851	10600	1.678
366	0.189	7800	0.178	2.088	7800	1.675
367	0.205	9600	0.168	2.035	9600	1.632
368	0.164	10200	0.151	2.155	10200	1.624
369	38.894	6100	0.16	28.446	6100	1.696
370	21.853	5200	0.181	17.931	5200	1.715
371	9.507	7400	0.187	8.416	7400	1.73
372	6.486	5200	0.17	5.606	5200	1.711
373	0.592	2200	0.173	2.273	2200	1.615
374	0.527	2600	0.197	2.15	2600	1.66
375	0.268	7900	0.208	1.881	7900	1.756
376	0.212	7300	0.196	1.738	7300	1.66
377	0.288	9000	0.184	1.971	9000	1.646
378	0.21	7200	0.176	1.747	7200	1.649
379	3.873	8000	0.182	25.916	8000	1.645
380	0.162	8000	0.174	1.789	8000	1.696
381	1.156	5200	0.164	3.878	5200	1.652
382	0.692	4700	0.163	1.987	4700	1.652
383	8.755	6300	0.164	17.443	6300	1.616
384	8.837	5400	0.154	3.597	5400	1.59
385	0.181	9700	0.168	1.922	9700	1.547
386	6.196	10300	0.164	5.836	10300	1.524
387	0.398	9700	0.138	2.095	9700	1.55
388	0.434	9700	0.142	2.052	9700	1.622
389	0.149	10300	0.144	1.864	10300	1.604
390	0.153	9900	0.163	1.817	9900	1.594
391	0.155	7900	0.171	1.769	7900	1.505
392	0.187	8500	0.121	1.647	8500	1.446
393	0.587	9500	0.123	2.196	9500	1.627
394	0.187	8800	0.108	1.933	8800	1.69
395	0.687	9800	0.115	2.34	9800	1.714
396	0.167	8300	0.148	1.953	8300	1.698
397	0.758	10100	0.143	2.447	10100	1.701
398	0.26	9400	0.139	2.142	9400	1.672
399	0.156	10500	0.135	1.936	10500	1.661
400	0.172	8900	0.14	1.804	8900	1.664
401	1.675	11000	0.144	2.959	11000	1.634
402	0.168	10200	0.129	2.185	10200	1.685
403	0.152	10700	0.142	2.164	10700	1.703
404	0.183	9500	0.142	2.068	9500	1.673
405	53.484	10300	0.164	37.654	10300	1.658
406	1.194	10000	0.164	2.971	10000	1.652
407	0.201	9000	0.142	1.839	9000	1.637
408	0.972	10000	0.153	2.45	10000	1.658
409	0.497	9700	0.149	2.379	9700	1.726
410	0.173	10200	0.12	2.045	10200	1.717
411	0.356	10300	0.142	2.105	10300	1.644
412	0.326	10500	0.212	1.962	10500	1.588
413	0.362	10800	0.227	2.152	10800	1.624
414	0.632	10100	0.169	2.417	10100	1.63
415	0.17	9600	0.169	1.985	9600	1.67
416	0.215	9200	0.18	1.995	9200	1.692
417	2.814	10100	0.169	3.936	10100	1.696
418	0.187	9000	0.166	1.962	9000	1.676
419	2.858	10500	0.169	3.933	10500	1.723
420	0.832	10100	0.191	2.36	10100	1.723
421	0.197	9700	0.181	1.901	9700	1.691
422	0.429	9100	0.171	2.131	9100	1.658
423	0.189	10000	0.159	1.839	10000	1.651
424	0.156	8000	0.165	1.809	8000	1.722
425	0.18	9700	0.165	1.851	9700	1.698
426	0.149	8000	0.158	1.797	8000	1.577
427	0.137	8000	0.178	1.779	8000	1.624
428	0.2	8600	0.184	1.869	8600	1.649
429	104.729	10900	0.186	70.023	10900	1.654
430	0.221	8000	0.185	1.91	8000	1.635
431	0.166	8400	0.166	1.772	8400	1.652
432	0.823	10100	0.166	2.322	10100	1.633
433	0.209	9800	0.13	1.865	9800	1.628
434	3.726	10700	0.113	4.564	10700	1.596
435	1.486	10500	0.118	2.919	10500	1.545
436	0.881	10700	0.127	2.521	10700	1.593
437	0.182	9700	0.126	1.839	9700	1.573
438	0.888	9300	0.108	2.233	9300	1.558
439	0.165	9900	0.141	1.797	9900	1.558
440	0.171	10200	0.159	1.767	10200	1.527
441	0.374	10600	0.129	2.189	10600	1.497
442	0.256	10700	0.123	2.184	10700	1.618
443	0.978	11000	0.116	2.712	11000	1.698
444	0.164	9900	0.116	2.164	9900	1.717
445	1.565	11200	0.136	3.233	11200	1.692
446	2.224	11000	0.137	3.529	11000	1.688
447	0.501	11100	0.125	2.456	11100	1.709
448	0.18	8100	0.126	2.04	8100	1.692
449	0.16	7500	0.149	2.058	7500	1.669
450	0.191	10000	0.132	1.942	10000	1.636
451	0.161	9200	0.107	1.895	9200	1.695
452	0.164	9000	0.134	1.899	9000	1.701
453	0.182	8400	0.134	1.859	8400	1.678
454	0.376	9400	0.149	2.082	9400	1.668
455	0.394	9400	0.17	2.039	9400	1.687
456	0.781	9800	0.161	2.407	9800	1.62
457	0.158	9700	0.164	1.937	9700	1.636
458	1.173	10300	0.165	2.826	10300	1.681
459	0.151	8200	0.13	1.942	8200	1.683
460	0.985	10500	0.107	2.586	10500	1.614
461	0.223	9300	0.164	1.875	9300	1.63
462	0.265	7700	0.168	2.046	7700	1.67
463	1.139	10200	0.154	2.708	10200	1.722
464	0.327	9400	0.157	2.018	9400	1.656
465	0.217	10300	0.195	2.255	10300	1.698
466	2.847	11100	0.193	4.332	11100	1.778
467	0.939	10800	0.176	2.699	10800	1.732
468	2.678	8600	0.167	3.557	8600	1.67
469	2.383	11100	0.153	3.412	11100	1.687
470	0.628	11000	0.171	2.257	11000	1.677
471	2.952	10900	0.164	4.012	10900	1.688
472	0.664	11100	0.128	2.33	11100	1.668
473	0.619	10300	0.161	2.438	10300	1.672
474	0.365	8900	0.161	1.913	8900	1.674
475	8.33	10700	0.152	7.719	10700	1.644
476	0.353	7400	0.185	1.935	7400	1.644
477	0.476	10200	0.167	2.332	10200	1.635
478	0.179	8500	0.175	1.83	8500	1.632
479	0.287	10000	0.18	2.083	10000	1.591
480	0.858	10300	0.129	2.516	10300	1.609
481	0.428	10200	0.129	1.965	10200	1.625
482	2.954	10100	0.128	3.647	10100	1.609
483	0.152	10000	0.124	1.893	10000	1.582
484	0.158	9300	0.116	1.817	9300	1.592
485	0.133	10400	0.115	1.784	10400	1.593
486	0.753	9800	0.116	2.299	9800	1.604
487	0.677	9800	0.119	2.151	9800	1.575
488	1.248	10200	0.131	2.596	10200	1.503
489	0.732	8700	0.128	2.083	8700	1.543
490	0.161	8600	0.127	1.654	8600	1.535
491	0.151	9200	0.118	1.805	9200	1.641
492	0.169	8400	0.131	1.836	8400	1.693
493	0.168	9000	0.143	1.87	9000	1.691
494	0.254	8900	0.152	1.892	8900	1.692
495	0.561	9400	0.146	2.262	9400	1.689
496	0.298	9800	0.136	2.07	9800	1.653
497	5.996	10500	0.138	5.535	10500	1.69
498	0.226	9800	0.151	1.923	9800	1.69
499	0.151	9400	0.142	1.863	9400	1.685
500	0.212	9500	0.126	2.155	9500	1.675
501	0.262	9300	0.13	1.97	9300	1.674
502	0.509	10500	0.147	2.218	10500	1.668
503	0.229	10000	0.147	2.033	10000	1.661
504	0.272	10300	0.169	2.168	10300	1.706
505	2.028	10600	0.163	3.254	10600	1.697
506	0.222	10100	0.149	2.137	10100	1.681
507	0.937	10500	0.151	2.503	10500	1.644
508	0.146	9600	0.149	1.932	9600	1.649
509	0.727	10900	0.147	2.332	10900	1.708
510	3.045	11200	0.143	3.789	11200	1.705
511	1.567	11000	0.15	3.108	11000	1.736
512	0.177	9700	0.136	1.957	9700	1.752
513	0.403	10000	0.136	2.244	10000	1.668
514	0.142	8000	0.189	1.849	8000	1.71
515	0.229	10300	0.192	1.78	10300	1.778
516	343.245	10500	0.222	217.16	10500	1.69
517	0.305	8000	0.205	1.908	8000	1.667
518	0.443	10600	0.161	1.99	10600	1.625
519	0.467	9900	0.172	2.028	9900	1.641
520	0.319	9300	0.173	1.949	9300	1.635
521	0.99	10100	0.156	2.353	10100	1.659
522	5.737	10000	0.176	5.906	10000	1.653
523	0.837	10100	0.184	2.305	10100	1.657
524	5.694	10500	0.186	5.425	10500	1.659
525	0.177	9900	0.168	1.784	9900	1.598
526	0.168	9800	0.161	1.819	9800	1.574
527	0.162	8500	0.166	1.76	8500	1.558
528	0.19	8000	0.15	1.8	8000	1.531
529	0.129	8000	0.124	1.899	8000	1.546
530	0.152	10500	0.125	2.068	10500	1.589
531	0.161	8000	0.125	1.869	8000	1.541
532	0.139	10400	0.131	2.074	10400	1.518
533	0.151	10600	0.129	2.063	10600	1.541
534	0.146	10300	0.121	2.011	10300	1.557
535	0.151	10400	0.119	1.969	10400	1.557
536	0.132	9900	0.119	2.042	9900	1.513
537	0.14	9000	0.129	1.788	9000	1.528
538	2.074	10800	0.131	3.093	10800	1.521
539	0.956	10500	0.132	2.391	10500	1.506
540	1.451	10500	0.13	2.824	10500	1.748
541	0.16	8800	0.136	1.994	8800	1.707
542	0.194	10600	0.137	1.995	10600	1.703
543	0.187	9300	0.145	2.131	9300	1.751
544	0.324	10500	0.155	2.268	10500	1.691
545	0.191	8900	0.155	1.968	8900	1.666
546	0.249	10300	0.13	2.026	10300	1.671
547	3.809	10200	0.134	4.398	10200	1.69
548	0.137	8000	0.139	1.862	8000	1.687
549	0.798	9600	0.144	2.392	9600	1.694
550	5.535	9700	0.151	5.251	9700	1.668
551	0.375	9100	0.154	2.07	9100	1.707
552	0.177	6400	0.162	1.894	6400	1.707
553	1.52	10000	0.137	2.968	10000	1.675
554	0.204	9600	0.148	1.908	9600	1.72
555	0.166	7100	0.141	1.847	7100	1.718
556	0.33	9100	0.136	2.111	9100	1.707
557	0.144	8400	0.146	1.816	8400	1.676
558	0.346	9100	0.172	2.015	9100	1.706
559	0.935	9000	0.169	2.38	9000	1.709
560	3.923	9800	0.161	4.984	9800	1.719
561	0.536	10000	0.155	2.25	10000	1.735
562	0.411	10200	0.151	2.225	10200	1.699
563	0.839	10500	0.172	2.402	10500	1.69
564	1.168	10800	0.181	2.594	10800	1.662
565	0.435	10700	0.183	2.366	10700	1.612
566	1.262	10700	0.164	2.721	10700	1.59
567	1.008	10700	0.153	2.734	10700	1.632
568	0.182	10400	0.169	2.005	10400	1.668
569	1.9	10400	0.199	3.069	10400	1.661
570	0.154	8100	0.18	1.832	8100	1.599
571	1.216	10800	0.168	2.631	10800	1.603
572	0.91	10600	0.181	2.457	10600	1.651
573	0.68	10500	0.187	2.257	10500	1.663
574	2.065	10800	0.161	3.169	10800	1.578
575	2.463	10600	0.148	3.548	10600	1.571
576	0.215	10600	0.164	2.006	10600	1.556
577	0.15	10800	0.126	1.722	10800	1.505
578	0.236	7600	0.101	1.652	7600	1.511
579	0.214	9000	0.104	1.716	9000	1.59
