SPOT_LABEL	CH1_NBC_INT	CH1_SPOT_AREA	CH1_SPOT_BKGD	CH2_NBC_INT	CH2_SPOT_AREA	CH2_SPOT_BKGD
7763	0.228	10600	0.103	2.47	10600	1.889
7764	0.319	9000	0.109	2.614	9000	1.877
7765	4.467	10500	0.115	6.476	10500	1.881
7766	0.135	10400	0.118	2.378	10400	1.883
7767	0.34	9500	0.133	2.56	9500	1.907
7768	1.451	10800	0.14	3.982	10800	1.865
7769	1.319	10000	0.128	3.647	10000	1.85
7770	0.272	9400	0.122	2.629	9400	1.898
7771	0.234	9600	0.12	2.312	9600	1.887
7772	0.783	10700	0.104	2.875	10700	1.865
7773	0.668	9800	0.11	2.806	9800	1.951
7774	0.159	7900	0.127	2.278	7900	1.944
7775	1.926	10600	0.116	3.977	10600	1.857
7776	0.149	9000	0.136	2.287	9000	1.868
7777	0.142	9700	0.107	2.309	9700	1.907
7778	0.287	10100	0.114	2.556	10100	1.909
7779	0.196	10100	0.098	2.492	10100	1.947
7780	0.291	9900	0.083	2.597	9900	1.966
7781	0.152	10000	0.086	2.199	10000	1.905
7782	0.246	9400	0.15	2.487	9400	1.897
7783	2.5	10200	0.187	4.228	10200	1.937
7784	0.17	9100	0.194	2.288	9100	1.906
7785	0.247	9500	0.162	2.358	9500	1.868
7786	0.544	10800	0.143	2.701	10800	1.842
7787	0.204	10700	0.153	2.441	10700	1.848
7788	0.132	9200	0.153	2.442	9200	1.834
7789	0.4	10300	0.16	2.56	10300	1.834
7790	0.488	10400	0.151	2.701	10400	1.837
7791	0.844	10700	0.129	3.357	10700	1.773
7792	0.225	9300	0.114	2.276	9300	1.773
7793	1.658	11100	0.115	3.471	11100	1.8
7794	0.886	9600	0.108	2.976	9600	1.883
7795	0.686	10300	0.101	2.73	10300	1.868
7796	0.196	8300	0.12	2.293	8300	1.811
7797	0.386	10300	0.118	2.582	10300	1.834
7798	0.153	10000	0.109	2.412	10000	1.763
7799	0.365	9600	0.155	2.4	9600	1.804
7800	0.21	9500	0.148	2.441	9500	1.893
7801	0.837	10600	0.138	2.983	10600	1.898
7802	0.2	9800	0.112	2.294	9800	1.866
7803	0.214	8900	0.11	2.278	8900	1.844
7804	0.164	10100	0.115	2.383	10100	1.817
7805	1.571	10800	0.124	3.766	10800	1.811
7806	0.168	9700	0.142	2.274	9700	1.885
7807	1.289	10400	0.144	3.501	10400	1.908
7808	0.252	9400	0.142	2.317	9400	1.848
7809	0.407	10200	0.128	2.581	10200	1.837
7810	7.579	10600	0.123	8.461	10600	1.863
7811	0.235	10400	0.11	2.366	10400	1.89
7812	0.156	9000	0.107	1.991	9000	1.908
7813	5.906	10800	0.108	7.27	10800	1.871
7814	0.151	9700	0.128	2.364	9700	1.858
7815	0.443	10100	0.113	2.597	10100	1.893
7816	5.419	10500	0.106	6.975	10500	1.877
7817	0.975	10000	0.127	3.107	10000	1.847
7818	3.227	10900	0.135	5.298	10900	1.85
7819	0.339	10100	0.128	2.529	10100	1.896
7820	0.13	9100	0.122	2.481	9100	1.91
7821	0.132	10600	0.11	2.547	10600	1.909
7822	0.128	10700	0.13	2.419	10700	1.965
7823	0.411	10200	0.13	2.727	10200	1.936
7824	0.173	10400	0.103	2.597	10400	1.902
7825	0.548	10700	0.151	2.773	10700	1.952
7826	0.193	10500	0.159	2.558	10500	1.958
7827	0.171	11100	0.139	2.895	11100	1.95
7828	0.772	11200	0.127	3.098	11200	1.938
7829	0.365	10100	0.094	2.675	10100	1.955
7830	1.212	11100	0.07	4.056	11100	1.928
7831	5.298	11100	0.123	6.773	11100	1.897
7832	0.17	8800	0.13	2.465	8800	1.917
7833	0.218	10100	0.168	2.523	10100	1.926
7834	2.031	10400	0.166	4.032	10400	1.883
7835	0.153	9600	0.164	2.279	9600	1.865
7836	0.174	7700	0.163	2.208	7700	1.847
7837	0.224	10000	0.154	2.447	10000	1.834
7838	18.84	10500	0.179	18.009	10500	1.854
7839	0.328	6900	0.165	2.247	6900	1.848
7840	0.19	8800	0.138	2.176	8800	1.828
7841	3.069	10600	0.141	5.216	10600	1.783
7842	0.373	9900	0.132	2.295	9900	1.794
7843	0.562	10100	0.125	2.633	10100	1.92
7844	0.131	10500	0.111	2.218	10500	1.909
7845	1.863	10400	0.122	4.518	10400	1.827
7846	0.487	9700	0.126	2.54	9700	1.852
7847	0.705	10300	0.106	2.762	10300	1.792
7848	9.241	10700	0.114	10.824	10700	1.792
7849	0.16	10000	0.145	2.338	10000	1.844
7850	0.366	10600	0.142	2.43	10600	1.888
7851	0.147	9500	0.12	2.351	9500	1.853
7852	0.159	10200	0.121	2.539	10200	1.781
7853	0.134	10100	0.121	2.503	10100	1.796
7854	0.139	10000	0.122	2.381	10000	1.802
7855	0.136	9500	0.133	2.428	9500	1.872
7856	0.153	8200	0.116	2.29	8200	1.922
7857	0.142	10200	0.126	2.442	10200	1.847
7858	0.14	8000	0.148	2.248	8000	1.821
7859	0.701	10500	0.135	3.042	10500	1.818
7860	0.158	10500	0.13	2.451	10500	1.862
7861	3.908	10700	0.129	6.248	10700	1.915
7862	0.308	9800	0.125	2.528	9800	1.841
7863	1.471	10800	0.13	3.379	10800	1.861
7864	0.139	9900	0.135	2.507	9900	1.893
7865	0.134	10300	0.126	2.301	10300	1.897
7866	121.284	9000	0.133	108.074	9000	1.908
7867	74.886	8500	0.144	67.36	8500	1.909
7868	24.765	9100	0.146	26.214	9100	1.918
7869	17.829	8900	0.139	17.731	8900	1.912
7870	5.701	8300	0.105	7.339	8300	1.908
7871	4.677	10600	0.105	6.468	10600	1.916
7872	0.716	5600	0.103	2.678	5600	1.889
7873	0.314	7000	0.098	2.413	7000	1.917
7874	0.186	6900	0.135	2.137	6900	1.953
7875	0.188	9000	0.159	2.196	9000	1.933
7876	7.481	8400	0.157	63.829	8400	1.935
7877	0.157	7300	0.146	2.264	7300	1.955
7878	1.631	6500	0.125	6.118	6500	1.957
7879	0.754	5400	0.123	2.417	5400	1.955
7880	20.039	8000	0.148	47.36	8000	1.943
7881	18.044	6400	0.156	6.836	6400	1.942
7882	0.173	9200	0.143	2.129	9200	1.905
7883	0.56	9800	0.143	2.578	9800	1.844
7884	1.25	9800	0.167	3.278	9800	1.868
7885	12.918	9900	0.168	12.854	9900	1.891
7886	0.944	9400	0.19	2.908	9400	1.864
7887	0.164	9200	0.197	2.246	9200	1.848
7888	0.19	8000	0.144	2.084	8000	1.83
7889	0.209	9300	0.141	2.214	9300	1.816
7890	3.394	10500	0.147	5.286	10500	1.828
7891	0.13	8000	0.141	1.975	8000	1.846
7892	0.368	8800	0.11	2.31	8800	1.901
7893	0.135	8900	0.11	2.139	8900	1.881
7894	0.152	9100	0.124	2.137	9100	1.853
7895	0.149	10100	0.122	2.105	10100	1.852
7896	0.5	10400	0.102	2.478	10400	1.805
7897	0.136	8000	0.106	2.116	8000	1.837
7898	0.347	10400	0.13	2.557	10400	1.825
7899	0.264	9800	0.147	2.541	9800	1.862
7900	1.325	9800	0.14	3.55	9800	1.882
7901	0.135	10900	0.125	2.396	10900	1.792
7902	0.193	10800	0.122	2.461	10800	1.802
7903	0.768	10600	0.128	2.85	10600	1.865
7904	0.123	9800	0.128	2.262	9800	1.864
7905	0.154	10600	0.122	2.526	10600	1.911
7906	0.387	10800	0.144	2.422	10800	1.854
7907	70.438	11100	0.16	60.062	11100	1.815
7908	5.98	10600	0.134	7.859	10600	1.832
7909	1.3	10800	0.113	3.398	10800	1.815
7910	0.185	10500	0.14	2.46	10500	1.809
7911	0.341	10700	0.173	2.324	10700	1.861
7912	0.153	9400	0.131	2.285	9400	1.881
7913	32.118	10800	0.133	30.036	10800	1.913
7914	0.295	9900	0.146	2.567	9900	1.899
7915	0.141	9600	0.143	2.175	9600	1.898
7916	0.535	10400	0.121	2.7	10400	1.916
7917	0.572	10500	0.139	2.684	10500	1.918
7918	6.06	10700	0.117	7.761	10700	1.925
7919	1.279	10500	0.102	3.254	10500	1.908
7920	1.234	10800	0.118	3.274	10800	1.91
7921	0.963	10700	0.109	3.158	10700	1.91
7922	1.321	10700	0.095	3.377	10700	1.923
7923	0.369	9100	0.102	2.389	9100	1.919
7924	0.366	10600	0.13	2.582	10600	1.915
7925	1.116	10200	0.139	3.104	10200	1.917
7926	0.236	9400	0.152	2.417	9400	1.985
7927	7.723	10400	0.131	8.968	10400	1.986
7928	0.166	8200	0.129	2.359	8200	1.975
7929	0.455	9800	0.153	2.518	9800	1.94
7930	0.4	10200	0.159	2.496	10200	1.888
7931	0.164	9800	0.14	2.219	9800	1.863
7932	0.153	8600	0.143	2.123	8600	1.813
7933	3.252	10800	0.164	4.862	10800	1.802
7934	0.159	9300	0.162	2.334	9300	1.799
7935	0.307	10100	0.167	2.233	10100	1.809
7936	0.574	11000	0.166	2.721	11000	1.788
7937	0.961	10800	0.156	2.96	10800	1.757
7938	0.251	10300	0.156	2.466	10300	1.789
7939	0.152	8100	0.137	2.05	8100	1.876
7940	0.138	8600	0.137	2.091	8600	1.882
7941	0.292	10200	0.104	2.403	10200	1.907
7942	0.221	10400	0.135	2.303	10400	1.902
7943	0.236	10100	0.126	2.253	10100	1.864
7944	3.46	10700	0.101	5.308	10700	1.862
7945	1.097	10400	0.104	3.27	10400	1.77
7946	0.949	10400	0.118	2.893	10400	1.77
7947	0.159	6900	0.132	2.054	6900	1.885
7948	1.267	10300	0.16	3.369	10300	1.884
7949	3.618	10800	0.127	4.936	10800	1.894
7950	0.87	10500	0.1	2.849	10500	1.884
7951	0.286	10400	0.116	2.388	10400	1.807
7952	0.574	9800	0.123	2.441	9800	1.838
7953	0.181	9700	0.128	2.239	9700	1.835
7954	0.184	9600	0.137	2.364	9600	1.835
7955	0.203	10300	0.143	2.347	10300	1.835
7956	0.202	10300	0.147	2.353	10300	1.834
7957	0.746	10400	0.128	2.99	10400	1.888
7958	0.138	10500	0.097	2.349	10500	1.853
7959	0.125	10600	0.112	2.244	10600	1.827
7960	0.132	10500	0.152	2.301	10500	1.902
7961	0.356	10800	0.128	2.594	10800	1.933
7962	0.962	11000	0.12	3.071	11000	2.001
7963	5.002	10300	0.136	6.341	10300	1.892
7964	0.382	10500	0.121	2.626	10500	1.875
7965	0.172	10000	0.096	2.509	10000	1.912
7966	1.241	10500	0.128	3.6	10500	1.888
7967	0.195	9400	0.116	2.363	9400	1.894
7968	0.507	10900	0.111	2.684	10900	1.903
7969	0.209	10800	0.146	2.586	10800	1.916
7970	0.171	9800	0.128	2.208	9800	1.923
7971	0.347	10300	0.114	2.479	10300	1.909
7972	0.139	9800	0.123	2.534	9800	1.939
7973	0.139	9900	0.129	2.266	9900	1.935
7974	0.3	10100	0.149	2.262	10100	1.922
7975	0.164	10500	0.172	2.19	10500	1.966
7976	0.299	10100	0.166	2.366	10100	2.006
7977	0.228	10000	0.14	2.21	10000	1.914
7978	0.29	10000	0.132	2.384	10000	1.833
7979	1.238	10300	0.158	3.098	10300	1.842
7980	12.849	10600	0.141	14.158	10600	1.869
7981	0.16	6300	0.161	2.196	6300	1.794
7982	0.19	10000	0.149	2.062	10000	1.799
7983	0.134	9100	0.144	2.064	9100	1.799
7984	0.653	9600	0.161	2.683	9600	1.809
7985	0.148	6900	0.146	2.147	6900	1.824
7986	1.864	9900	0.151	3.705	9900	1.813
7987	0.937	10300	0.132	2.759	10300	1.877
7988	0.139	9200	0.123	2	9200	1.871
7989	0.173	9100	0.132	2.019	9100	1.912
7990	0.876	10300	0.132	2.649	10300	1.898
7991	0.152	9900	0.139	2.164	9900	1.887
7992	0.189	10000	0.122	2.202	10000	1.865
7993	0.158	10500	0.122	2.078	10500	1.813
7994	0.297	10300	0.135	2.675	10300	1.771
7995	0.926	10800	0.132	3.406	10800	1.819
7996	19.05	10800	0.133	18.229	10800	1.853
7997	1.119	10600	0.143	3.458	10600	1.903
7998	1.723	11000	0.13	3.743	11000	1.877
7999	0.616	10800	0.091	2.762	10800	1.829
8000	0.153	10100	0.113	2.249	10100	1.812
8001	0.175	10200	0.12	2.439	10200	1.847
8002	3.412	11100	0.129	4.993	11100	1.847
8003	1.664	11200	0.134	3.517	11200	1.89
8004	0.17	10900	0.119	2.438	10900	1.842
8005	0.162	10400	0.133	2.43	10400	1.842
8006	0.135	9900	0.127	2.278	9900	1.899
8007	0.814	11200	0.104	3.037	11200	1.858
8008	0.135	9800	0.129	2.428	9800	1.829
8009	0.152	11000	0.148	2.642	11000	1.881
8010	0.284	10000	0.107	2.361	10000	1.904
8011	0.405	9900	0.098	2.471	9900	1.888
8012	0.153	9100	0.109	2.251	9100	1.913
8013	1.543	10700	0.089	3.592	10700	1.935
8014	0.155	9200	0.103	2.128	9200	1.929
8015	1.22	10400	0.151	3.718	10400	1.849
8016	43.63	10700	0.145	38.017	10700	1.84
8017	0.233	9600	0.117	2.397	9600	1.855
8018	0.114	10500	0.149	2.206	10500	1.914
8019	0.504	10800	0.138	2.607	10800	1.892
8020	4.561	10800	0.116	6.077	10800	1.864
8021	0.148	8000	0.132	1.912	8000	1.932
8022	0.746	11100	0.148	2.748	11100	1.935
8023	1.209	10500	0.164	3.299	10500	1.918
8024	0.553	10200	0.123	2.517	10200	1.946
8025	0.555	11000	0.145	2.575	11000	1.968
8026	0.132	10500	0.155	2.471	10500	1.949
8027	0.247	10300	0.151	2.562	10300	1.863
8028	0.569	10400	0.157	2.747	10400	1.842
8029	1.58	11000	0.149	3.368	11000	1.893
8030	0.97	10400	0.143	2.887	10400	1.854
8031	1.328	10600	0.142	3.498	10600	1.824
8032	0.269	10700	0.163	2.593	10700	1.837
8033	0.333	9700	0.163	2.291	9700	1.844
8034	26.524	10700	0.143	24.588	10700	1.837
8035	0.264	8000	0.156	2.441	8000	1.83
8036	4.058	11000	0.152	5.47	11000	1.887
8037	0.377	10400	0.125	2.45	10400	1.813
8038	1.532	10400	0.135	3.242	10400	1.858
8039	0.145	10200	0.132	2.274	10200	1.848
8040	0.948	10800	0.141	2.891	10800	1.83
8041	0.173	10400	0.132	2.351	10400	1.875
8042	2.247	10700	0.125	4.398	10700	1.85
8043	0.367	9700	0.126	2.372	9700	1.821
8044	0.141	9100	0.114	2.253	9100	1.859
8045	0.759	10400	0.128	2.604	10400	1.837
8046	0.414	10400	0.133	2.64	10400	1.879
8047	0.19	9300	0.113	2.046	9300	1.879
8048	0.221	9500	0.119	2.297	9500	1.795
8049	0.118	9700	0.138	1.913	9700	1.79
8050	0.731	10000	0.125	2.688	10000	1.847
8051	0.264	9200	0.125	2.265	9200	1.866
8052	0.143	10300	0.134	2.284	10300	1.89
8053	0.231	10400	0.124	2.142	10400	1.875
8054	0.116	10500	0.107	2.125	10500	1.841
8055	0.14	9700	0.12	2.227	9700	1.884
8056	0.315	10400	0.114	2.325	10400	1.873
8057	1.297	10800	0.12	3.257	10800	1.873
8058	0.157	10500	0.154	2.311	10500	1.905
8059	0.753	11000	0.128	2.953	11000	1.878
8060	1.118	10800	0.082	3.002	10800	1.877
8061	0.472	10900	0.086	2.477	10900	1.908
8062	0.502	10200	0.134	2.647	10200	1.951
8063	0.933	11200	0.147	2.881	11200	1.907
8064	1.225	11200	0.158	3.45	11200	1.89
8065	0.175	7600	0.177	2.391	7600	1.89
8066	0.451	11000	0.136	2.851	11000	1.851
8067	0.446	10900	0.143	2.595	10900	1.851
8068	0.155	10600	0.145	2.302	10600	1.901
8069	0.83	10700	0.114	3.112	10700	1.887
8070	9.919	10800	0.132	10.615	10800	1.924
8071	0.159	8000	0.142	2.604	8000	1.931
8072	0.166	9600	0.13	2.266	9600	1.897
8073	0.135	10200	0.118	2.396	10200	1.904
8074	0.134	9800	0.128	2.074	9800	1.924
8075	0.186	7800	0.14	2.186	7800	1.93
8076	0.162	10100	0.144	2.196	10100	1.92
8077	0.614	8300	0.152	2.428	8300	1.858
8078	0.157	9400	0.145	2.133	9400	1.849
8079	0.251	9100	0.132	2.135	9100	1.907
8080	0.169	7100	0.144	2.07	7100	1.923
8081	0.75	10100	0.156	2.586	10100	1.872
8082	0.472	9400	0.145	2.288	9400	1.85
8083	0.601	9900	0.154	2.453	9900	1.848
8084	6.849	11100	0.178	8.008	11100	1.788
8085	1.612	10300	0.167	3.514	10300	1.819
8086	0.164	9900	0.125	1.953	9900	1.79
8087	1.624	9600	0.136	3.296	9600	1.858
8088	1.044	9500	0.129	2.752	9500	1.848
8089	0.163	7600	0.124	2.054	7600	1.853
8090	2.06	10800	0.136	3.873	10800	1.877
8091	0.402	9100	0.13	2.262	9100	1.851
8092	0.151	10000	0.121	2.078	10000	1.839
8093	0.229	10400	0.106	2.011	10400	1.851
8094	0.664	9800	0.109	2.529	9800	1.834
8095	0.152	10300	0.121	2.161	10300	1.889
8096	1.003	10800	0.092	3.043	10800	1.914
8097	0.15	10000	0.104	2.08	10000	1.892
8098	0.632	10500	0.125	2.727	10500	1.845
8099	0.399	11000	0.105	2.382	11000	1.815
8100	0.147	10100	0.08	2.313	10100	1.869
8101	0.87	10500	0.12	2.723	10500	1.867
8102	0.482	10800	0.124	2.484	10800	1.884
8103	0.259	9500	0.117	2.17	9500	1.863
8104	0.127	9500	0.132	1.991	9500	1.866
8105	0.277	10500	0.13	2.188	10500	1.923
8106	3.766	10300	0.143	5.295	10300	1.897
8107	0.154	8300	0.144	2.117	8300	1.885
8108	0.156	9300	0.113	2.06	9300	1.842
8109	0.343	9000	0.096	2.281	9000	1.871
8110	0.998	10500	0.118	2.961	10500	1.863
8111	1.406	10400	0.136	3.254	10400	1.845
8112	1.793	10800	0.141	3.715	10800	1.863
8113	0.19	9500	0.181	2.212	9500	1.89
8114	0.216	9400	0.193	2.206	9400	1.917
8115	0.238	9800	0.142	2.311	9800	1.895
8116	0.154	9800	0.137	2.137	9800	1.87
8117	0.152	9700	0.139	2.117	9700	1.906
8118	1.143	10900	0.123	3.042	10900	1.915
8119	0.143	8800	0.109	2.155	8800	1.938
8120	0.118	8400	0.135	2.195	8400	1.923
8121	0.154	9300	0.129	2.206	9300	1.914
8122	0.173	9800	0.124	2.214	9800	1.915
8123	0.251	10300	0.11	2.151	10300	1.894
8124	0.153	9700	0.113	2.286	9700	1.902
8125	0.167	9200	0.143	2.204	9200	1.885
8126	0.3	10500	0.148	2.527	10500	1.885
8127	0.525	10100	0.142	2.516	10100	1.851
8128	0.162	9500	0.14	2.099	9500	1.851
8129	50.728	10800	0.179	44.574	10800	1.901
8130	3.406	10600	0.159	4.982	10600	1.85
8131	0.592	10300	0.149	2.727	10300	1.838
8132	0.146	9800	0.151	2.147	9800	1.863
8133	0.285	10000	0.163	2.151	10000	1.846
8134	0.208	9700	0.159	2.268	9700	1.777
8135	0.138	10000	0.147	2.045	10000	1.837
8136	0.14	10300	0.144	2.005	10300	1.811
8137	0.242	9900	0.115	2.178	9900	1.858
8138	0.158	7500	0.102	2.105	7500	1.878
8139	0.859	10000	0.1	2.678	10000	1.865
8140	1.888	10000	0.12	3.686	10000	1.824
8141	2.019	10800	0.14	3.709	10800	1.765
8142	1.06	10800	0.13	3.136	10800	1.796
8143	0.194	8200	0.113	2.03	8200	1.837
8144	0.181	9400	0.125	2.068	9400	1.854
8145	0.204	9400	0.136	2.142	9400	1.881
8146	0.989	10400	0.107	2.829	10400	1.891
8147	0.209	10300	0.11	2.089	10300	1.891
8148	1.065	10500	0.101	2.886	10500	1.893
8149	0.429	10800	0.078	2.367	10800	1.917
8150	0.134	8000	0.108	2.022	8000	1.881
8151	0.248	9400	0.113	2.18	9400	1.856
8152	2.188	9500	0.122	3.721	9500	1.838
8153	1.561	10000	0.142	3.147	10000	1.838
8154	30.311	10800	0.164	34.169	10800	1.87
8155	0.698	8000	0.172	2.706	8000	1.888
8156	0.172	10100	0.119	2.368	10100	1.896
8157	0.576	10900	0.11	2.486	10900	1.924
8158	0.363	10200	0.112	2.376	10200	1.884
8159	0.232	10300	0.114	2.349	10300	1.845
8160	0.179	10600	0.127	2.374	10600	1.858
8161	0.212	10000	0.157	2.277	10000	1.876
8162	0.19	9300	0.219	2.284	9300	1.924
8163	0.2	10400	0.213	2.227	10400	1.932
8164	2.759	10900	0.132	4.366	10900	1.891
8165	0.565	10800	0.113	2.772	10800	1.907
8166	0.368	10000	0.133	2.507	10000	1.924
8167	0.138	10000	0.118	2.386	10000	1.948
8168	0.465	10700	0.093	2.631	10700	1.969
8169	0.132	10200	0.121	2.226	10200	1.912
8170	0.132	9800	0.135	2.205	9800	1.929
8171	0.616	10700	0.155	2.782	10700	1.882
8172	0.15	9400	0.116	2.124	9400	1.914
8173	0.554	9200	0.106	2.617	9200	2.006
8174	0.131	7900	0.114	2.113	7900	1.919
8175	0.161	9200	0.114	2.071	9200	1.871
8176	0.557	9100	0.133	2.428	9100	1.851
8177	0.431	9800	0.15	2.447	9800	1.84
8178	0.133	8000	0.165	2.038	8000	1.84
8179	0.862	10500	0.151	2.629	10500	1.841
8180	1.947	10400	0.144	3.604	10400	1.838
8181	0.847	10500	0.141	2.83	10500	1.88
8182	0.426	8500	0.157	2.377	8500	1.865
8183	1.1	10100	0.163	2.757	10100	1.849
8184	0.156	8900	0.149	1.995	8900	1.821
8185	0.129	8300	0.14	2.026	8300	1.797
8186	0.426	10300	0.118	2.299	10300	1.84
8187	0.126	10000	0.109	2.159	10000	1.881
8188	0.559	10700	0.131	2.447	10700	1.88
8189	0.516	10500	0.131	2.379	10500	1.875
8190	0.27	10800	0.117	2.399	10800	1.836
8191	0.128	9500	0.123	2.034	9500	1.836
8192	0.159	9900	0.122	2.159	9900	1.889
8193	0.752	10600	0.124	2.603	10600	1.872
8194	0.462	10600	0.139	2.589	10600	1.854
8195	0.197	9800	0.133	2.126	9800	1.819
8196	0.244	11100	0.111	2.159	11100	1.797
8197	2.64	10900	0.104	4.14	10900	1.893
8198	0.511	10300	0.111	2.316	10300	1.921
8199	0.196	10700	0.118	2.151	10700	1.92
8200	0.538	10500	0.123	2.458	10500	1.842
8201	0.387	9800	0.12	2.503	9800	1.807
8202	0.135	7900	0.147	2.091	7900	1.852
8203	0.132	8000	0.171	2.081	8000	1.89
8204	0.251	9900	0.147	2.231	9900	1.895
8205	0.401	10600	0.121	2.362	10600	1.895
8206	0.418	9600	0.116	2.304	9600	1.896
8207	0.199	10600	0.11	2.218	10600	1.837
8208	0.132	9800	0.11	2.248	9800	1.878
8209	0.419	9700	0.12	2.464	9700	1.906
8210	0.566	10500	0.132	2.589	10500	1.885
8211	0.289	10100	0.175	2.186	10100	1.902
8212	0.196	10300	0.166	2.2	10300	1.916
8213	1.31	10600	0.115	3.334	10600	1.873
8214	0.133	10300	0.109	2.17	10300	1.872
8215	0.134	10100	0.124	2.249	10100	1.9
8216	14.488	10700	0.138	15	10700	1.964
8217	0.212	7200	0.111	2.202	7200	1.964
8218	0.152	10100	0.113	2.208	10100	1.881
8219	2.438	10500	0.137	4.043	10500	1.91
8220	0.14	10700	0.148	2.385	10700	1.931
8221	0.147	9400	0.122	2.3	9400	1.927
8222	0.156	9800	0.108	2.196	9800	2.03
8223	0.38	9900	0.108	2.295	9900	1.949
8224	0.499	11200	0.121	2.56	11200	1.869
8225	0.565	10800	0.139	2.619	10800	1.794
8226	0.262	10100	0.135	2.355	10100	1.837
8227	2.136	11200	0.138	3.755	11200	1.874
8228	0.484	10600	0.149	2.364	10600	1.845
8229	1.136	10900	0.148	3.009	10900	1.887
8230	0.241	9100	0.151	2.206	9100	1.9
8231	0.42	10800	0.146	2.415	10800	1.865
8232	0.848	11000	0.135	2.65	11000	1.844
8233	0.157	8700	0.154	2.001	8700	1.847
8234	33.674	10600	0.155	31.598	10600	1.845
8235	2.815	10200	0.142	4.276	10200	1.832
8236	5.031	10600	0.119	7.956	10600	1.837
8237	0.151	7600	0.131	1.988	7600	1.885
8238	0.587	10300	0.137	2.358	10300	1.904
8239	0.985	10200	0.111	2.731	10200	1.89
8240	0.155	9400	0.117	2.119	9400	1.842
8241	0.155	9800	0.125	2.112	9800	1.871
8242	0.223	9600	0.123	2.241	9600	1.874
8243	0.137	9700	0.111	2.105	9700	1.861
8244	0.143	9600	0.12	2.001	9600	1.796
8245	0.991	10600	0.107	2.759	10600	1.766
8246	1.745	10600	0.109	3.389	10600	1.896
8247	0.214	9900	0.118	2.176	9900	1.912
8248	5.993	10300	0.131	6.773	10300	1.902
8249	0.136	8000	0.151	2.094	8000	1.896
8250	0.613	10700	0.126	2.826	10700	1.878
8251	0.376	10600	0.141	2.304	10600	1.906
8252	0.139	3000	0.14	1.841	3000	1.922
8253	0.63	10900	0.119	2.689	10900	1.859
8254	2.262	11200	0.145	3.932	11200	1.871
8255	0.598	10000	0.121	2.574	10000	1.885
8256	0.148	10000	0.117	2.256	10000	1.799
8257	0.225	9600	0.104	2.192	9600	1.841
8258	0.129	10700	0.094	2.186	10700	1.872
8259	0.128	10500	0.088	2.27	10500	1.885
8260	0.153	9700	0.137	2.406	9700	1.91
8261	0.135	10100	0.144	2.243	10100	1.92
8262	0.402	9300	0.116	2.567	9300	1.852
8263	1.502	11100	0.143	4.054	11100	1.859
8264	0.146	8000	0.152	2.349	8000	1.905
8265	0.543	9400	0.175	2.653	9400	1.944
8266	0.3	9700	0.186	2.233	9700	1.945
8267	10.86	10500	0.134	10.536	10500	1.898
8268	0.137	8000	0.124	2.079	8000	1.932
8269	0.144	9600	0.135	2.094	9600	1.938
8270	0.473	9800	0.132	2.442	9800	1.909
8271	10.17	10100	0.113	10.403	10100	1.923
8272	0.149	8100	0.11	2.129	8100	1.922
8273	0.137	8000	0.129	2.009	8000	1.791
8274	2.253	9900	0.149	3.61	9900	1.778
8275	0.435	9700	0.131	2.402	9700	1.806
8276	0.297	10100	0.133	2.255	10100	1.918
8277	0.2	10400	0.166	2.118	10400	1.899
8278	0.181	9600	0.149	2.09	9600	1.84
8279	4.206	10600	0.145	5.583	10600	1.893
8280	8.672	10400	0.141	9.11	10400	1.894
8281	1.397	10500	0.136	3.057	10500	1.832
8282	0.127	7400	0.152	2.08	7400	1.883
8283	0.161	9100	0.156	2.081	9100	1.916
8284	0.144	10100	0.121	2.129	10100	1.912
8285	0.154	10500	0.119	2.097	10500	1.82
8286	3.618	10700	0.104	4.792	10700	1.825
8287	0.166	10000	0.091	2.245	10000	1.893
8288	0.422	10900	0.102	2.466	10900	1.901
8289	1.955	11200	0.117	4.338	11200	1.828
8290	0.18	9700	0.139	2.117	9700	1.817
8291	0.132	9200	0.15	1.972	9200	1.862
8292	0.189	10700	0.126	5.986	10700	1.865
8293	0.827	10800	0.112	2.597	10800	1.854
8294	0.458	11000	0.112	2.551	11000	1.839
8295	0.994	10500	0.109	2.875	10500	1.853
8296	0.145	9700	0.116	2.089	9700	1.811
8297	0.714	10600	0.174	2.739	10600	1.79
8298	252.514	10600	0.252	200.59	10600	1.882
8299	118.499	9800	0.252	100.728	9800	1.881
8300	47.855	9900	0.161	45.001	9900	1.876
8301	38.98	10700	0.14	36.243	10700	1.848
8302	11.629	10400	0.123	11.87	10400	1.848
8303	6.33	10500	0.119	7.757	10500	1.891
8304	1.142	9600	0.113	2.925	9600	1.891
8305	0.494	9200	0.116	2.304	9200	1.834
8306	0.218	6700	0.108	2.089	6700	1.862
8307	0.286	8700	0.097	2.072	8700	1.878
8308	15.122	10800	0.099	117.912	10800	1.853
8309	0.175	8000	0.117	2.121	8000	1.92
8310	2.825	9800	0.127	8.929	9800	1.92
8311	1.463	8000	0.139	2.524	8000	1.88
8312	36.899	10400	0.154	82.049	10400	1.896
8313	65.125	9600	0.164	19.646	9600	1.909
8314	0.343	8900	0.177	2.121	8900	1.959
8315	0.169	9300	0.188	2.149	9300	1.937
8316	0.163	9500	0.164	2.117	9500	1.88
8317	3.429	10800	0.152	5.611	10800	1.935
8318	0.166	6100	0.137	2.222	6100	1.907
