SPOT_LABEL	CLONE_ID	SOURCE_CLONE_ID	ORIGIN
1423	227295	CATMA5a51810	MADRID
1424	227367	CATMA5a51890	MADRID
1425	227296	CATMA5a51940	MADRID
1426	225678	CATMA1a39610	FR(INRA)
1427	225702	CATMA1a39630	FR(INRA)
1428	225679	CATMA1a39700	FR(INRA)
1429	225703	CATMA1a39730	FR(INRA)
1430	225726	CATMA1a39650	FR(INRA)
1431	225655	CATMA1a39670	FR(INRA)
1432	225727	CATMA1a39770	FR(INRA)
1433	225656	CATMA1a39850	FR(INRA)
1434	225871	CATMA1a49970	UTRECHT
1435	225895	CATMA1a50000	UTRECHT
1436	225908	CATMA1a50090	UTRECHT
1437	225932	CATMA1a50120	UTRECHT
1438	225919	CATMA1a50020	UTRECHT
1439	225884	CATMA1a50070	UTRECHT
1440	225861	CATMA1a50140	UTRECHT
1441	225885	CATMA1a50160	UTRECHT
1442	228461	CATMA2a05710	MAF
1443	228497	CATMA2a05760	MAF
1444	228486	CATMA2a05830	MAF
1445	228439	CATMA2a05930	MAF
1446	228438	CATMA2a05790	MAF
1447	228462	CATMA2a05810	MAF
1448	228475	CATMA2a05970	MAF
1449	228499	CATMA2a05990	MAF
1450	228935	CATMA2a35980	MADRID
1451	228971	CATMA2a36010	MADRID
1452	228972	CATMA2a36090	MADRID
1453	228996	CATMA2a36130	MADRID
1454	228995	CATMA2a36030	MADRID
1455	228936	CATMA2a36060	MADRID
1456	229021	CATMA2a39720	FR(INRA)
1457	229045	CATMA2a39750	FR(INRA)
1458	226653	CATMA5a14620	MADRID
1459	226677	CATMA5a14640	MADRID
1460	226666	CATMA5a14720	MADRID
1461	226690	CATMA5a14760	MADRID
1462	226701	CATMA5a14680	MADRID
1463	226642	CATMA5a14706	MADRID
1464	226619	CATMA5a14780	MADRID
1465	226643	CATMA5a14810	MADRID
1466	226835	CATMA5a24103	FR(INRA)
1467	226883	CATMA5a24122	FR(INRA)
1468	226860	CATMA5a24160	FR(INRA)
1469	226884	CATMA5a24190	FR(INRA)
1470	226812	CATMA5a24130	FR(INRA)
1471	226836	CATMA5a24138	FR(INRA)
1472	227089	CATMA5a42850	UTRECHT
1473	227113	CATMA5a42865	UTRECHT
1474	229302	CATMA3a03710	UK(HRI)
1475	229326	CATMA3a03740	UK(HRI)
1476	229303	CATMA3a03785	UK(HRI)
1477	229327	CATMA3a03810	UK(HRI)
1478	229350	CATMA3a03750	UK(HRI)
1479	229374	CATMA3a03770	UK(HRI)
1480	229351	CATMA3a03830	UK(HRI)
1481	229375	CATMA3a03850	UK(HRI)
1482	229770	CATMA4a30160	FR(INRA)
1483	229699	CATMA4a30170	FR(INRA)
1484	229771	CATMA4a30240	FR(INRA)
1485	229700	CATMA4a30260	FR(INRA)
1486	229723	CATMA4a30190	FR(INRA)
1487	229747	CATMA4a30220	FR(INRA)
1488	229736	CATMA4a30295	FR(INRA)
1489	229760	CATMA4a30310	FR(INRA)
1490	227460	CATMA5a57140	BERLIN
1491	228649	CATMA2a19690	UK(HRI)
1492	228638	CATMA2a19760	UK(HRI)
1493	228662	CATMA2a19780	UK(HRI)
1494	228685	CATMA2a19710	UK(HRI)
1495	228709	CATMA2a19730	UK(HRI)
1496	228686	CATMA2a19815	UK(HRI)
1497	228639	CATMA2a19870	UK(HRI)
1498	228860	CATMA2a30870	LAUSANNE
1499	228884	CATMA2a30900	LAUSANNE
1500	228861	CATMA2a30980	LAUSANNE
1501	228885	CATMA2a30992	LAUSANNE
1502	228908	CATMA2a30940	LAUSANNE
1503	228837	CATMA2a30960	LAUSANNE
1504	228909	CATMA2a30996	LAUSANNE
1505	228838	CATMA2a31010	LAUSANNE
1506	230035	CATMA3a16980	MADRID
1507	230059	CATMA3a17000	MADRID
1508	230036	CATMA3a17120	MADRID
1509	230060	CATMA3a17140	MADRID
1510	229988	CATMA3a17040	MADRID
1511	230012	CATMA3a17080	MADRID
1512	229989	CATMA3a17150	MADRID
1513	230013	CATMA3a17180	MADRID
1514	230678	CATMA3a55290	MADRID
1515	230702	CATMA3a55310	MADRID
1516	230679	CATMA3a55370	MADRID
1517	230703	CATMA3a55390	MADRID
1518	230726	CATMA3a55330	MADRID
1519	230655	CATMA3a55350	MADRID
1520	230727	CATMA3a55420	MADRID
1521	230656	CATMA3a55450	MADRID
1522	229524	CATMA4a21400	LAUSANNE
1523	229548	CATMA4a21440	LAUSANNE
1524	229621	CATMA4a25654	MADRID
1525	229645	CATMA4a25658	MADRID
1526	229584	CATMA4a21510	LAUSANNE
1527	229597	CATMA4a25650	MADRID
1528	229669	CATMA4a25670	MADRID
1529	229598	CATMA4a25690	MADRID
1530	230233	CATMA3a25870	MAF
1531	230162	CATMA3a25900	MAF
1532	230246	CATMA3a26080	MAF
1533	230175	CATMA3a26100	MAF
1534	230198	CATMA3a25930	MAF
1535	230222	CATMA3a25960	MAF
1536	230199	CATMA3a26190	MAF
1537	230223	CATMA3a26210	MAF
1538	231027	CATMA1a00110	FR(INRA)
1539	231051	CATMA1a00140	FR(INRA)
1540	231040	CATMA1a00220	FR(INRA)
1541	231064	CATMA1a00240	FR(INRA)
1542	231075	CATMA1a00160	FR(INRA)
1543	231111	CATMA1a00190	FR(INRA)
1544	231088	CATMA1a00260	FR(INRA)
1545	231112	CATMA1a00275	FR(INRA)
1546	231402	CATMA1a13280	LAUSANNE
1547	231331	CATMA1a13300	LAUSANNE
1548	231320	CATMA1a13360	LAUSANNE
1549	231356	CATMA1a13400	LAUSANNE
1550	231355	CATMA1a13320	LAUSANNE
1551	231391	CATMA1a13340	LAUSANNE
1552	231380	CATMA1a13410	LAUSANNE
1553	231404	CATMA1a13430	LAUSANNE
1554	230620	CATMA3a50700	MAF
1555	230597	CATMA3a50790	MAF
1556	230586	CATMA3a50870	MAF
1557	230610	CATMA3a50890	MAF
1558	230633	CATMA3a50830	MAF
1559	230562	CATMA3a50850	MAF
1560	230634	CATMA3a50910	MAF
1561	230563	CATMA3a50930	MAF
1562	230936	CATMA4a34560	UTRECHT
1563	230960	CATMA4a34580	UTRECHT
1564	230937	CATMA4a34640	UTRECHT
1565	230961	CATMA4a34660	UTRECHT
1566	230984	CATMA4a34600	UTRECHT
1567	231008	CATMA4a34620	UTRECHT
1568	230985	CATMA4a34680	UTRECHT
1569	231009	CATMA4a34700	UTRECHT
1570	231932	CATMA1a46230	UK(HRI)
1571	231956	CATMA1a46250	UK(HRI)
1572	231945	CATMA1a46340	UK(HRI)
1573	231981	CATMA1a46370	UK(HRI)
1574	231980	CATMA1a46290	UK(HRI)
1575	231921	CATMA1a46320	UK(HRI)
1576	231910	CATMA1a46380	UK(HRI)
1577	231934	CATMA1a46400	UK(HRI)
1578	232490	CATMA5a02030	UK(HRI)
1579	232514	CATMA5a02070	UK(HRI)
1580	232491	CATMA5a02150	UK(HRI)
1581	232468	CATMA5a02220	UK(HRI)
1582	232538	CATMA5a02100	UK(HRI)
1583	232467	CATMA5a02120	UK(HRI)
1584	232492	CATMA5a02240	UK(HRI)
1585	232516	CATMA5a02260	UK(HRI)
1586	231561	CATMA1a22710	FR(INRA)
1587	231585	CATMA1a22725	FR(INRA)
1588	231562	CATMA1a22780	FR(INRA)
1589	231586	CATMA1a22830	FR(INRA)
1590	231514	CATMA1a22740	FR(INRA)
1591	231538	CATMA1a22760	FR(INRA)
1592	231515	CATMA1a22870	FR(INRA)
1593	231539	CATMA1a22890	FR(INRA)
1594	231765	CATMA1a34180	BERLIN
1595	231789	CATMA1a34200	BERLIN
1596	231766	CATMA1a34300	BERLIN
1597	231790	CATMA1a34320	BERLIN
1598	231718	CATMA1a34230	BERLIN
1599	231742	CATMA1a34260	BERLIN
1600	231719	CATMA1a34360	BERLIN
1601	231743	CATMA1a34420	BERLIN
1602	232780	CATMA5a15230	MADRID
1603	232804	CATMA5a15250	MADRID
1604	232781	CATMA5a15370	MADRID
1605	232805	CATMA5a15390	MADRID
1606	232828	CATMA5a15270	MADRID
1607	232757	CATMA5a15305	MADRID
1608	232829	CATMA5a15440	MADRID
1609	232758	CATMA5a15470	MADRID
1610	233357	CATMA5a48800	LAUSANNE
1611	233381	CATMA5a48840	LAUSANNE
1612	233358	CATMA5a48910	LAUSANNE
1613	233382	CATMA5a48930	LAUSANNE
1614	233405	CATMA5a48880	LAUSANNE
1615	233334	CATMA5a48895	LAUSANNE
1616	233406	CATMA5a48950	LAUSANNE
1617	233347	CATMA5a48980	LAUSANNE
1618	232077	CATMA1a51770	UTRECHT
1619	232006	CATMA1a51800	UTRECHT
1620	232078	CATMA1a51925	UTRECHT
1621	232007	CATMA1a51940	UTRECHT
1622	232030	CATMA1a51830	UTRECHT
1623	232054	CATMA1a51870	UTRECHT
1624	232031	CATMA1a51980	UTRECHT
1625	232055	CATMA1a52100	UTRECHT
1626	232462	CATMA1a70050	MAF
1627	232403	CATMA1a70070	MAF
1628	232392	CATMA1a70150	MAF
1629	232416	CATMA1a70170	MAF
1630	232427	CATMA1a70090	MAF
1631	232451	CATMA1a70120	MAF
1632	232440	CATMA1a70190	MAF
1633	232464	CATMA1ctrl01	MAF
1634	250001	cYIR01	APB
1635	250002	cYIR02	APB
1636	250003	cYIR03	APB
1637	250004	cYIR04	APB
1638	250005	cYIR05	APB
1639	250006	cYIR06	APB
1640	250007	cYIR07	APB
1641	250008	cYIR08	APB
1642	250009	cYIR09	APB
1643	250010	cYIR10	APB
1644	250019	uYIR1	APB
1645	250020	uYIR2	APB
1646	250011	rYIR1	APB
1647	250012	rYIR2	APB
1648	250013	rYIR3	APB
1649	250014	rYIR4	APB
1650	233550	CATMA5a57630	BERLIN
1651	233574	CATMA5a57660	BERLIN
1652	233551	CATMA5a57720	BERLIN
1653	233575	CATMA5a57740	BERLIN
1654	233598	CATMA5a57680	BERLIN
1655	233527	CATMA5a57700	BERLIN
1656	233599	CATMA5a57770	BERLIN
1657	233528	CATMA5a57790	BERLIN
1658			
1659			
1660			
1661			
1662			
1663			
1664			
1665			
1666			
1667	217853	CATMA3a19040	BERLIN
1668	217782	CATMA3a19050	BERLIN
1669	217866	CATMA3a19120	BERLIN
1670	217795	CATMA3a19150	BERLIN
1671	217818	CATMA3a19090	BERLIN
1672	217842	CATMA3a19110	BERLIN
1673	217819	CATMA3a19170	BERLIN
1674	217843	CATMA3a19190	BERLIN
1675	210572	CATMA2a31910	MADRID
1676	210501	CATMA2a31940	MADRID
1677	210573	CATMA2a32005	MADRID
1678	210502	CATMA2a32050	MADRID
1679	210525	CATMA2a31970	MADRID
1680	210549	CATMA2a31990	MADRID
1681	210526	CATMA2a32085	MADRID
1682	210562	CATMA2a32120	MADRID
1683	233066	CATMA5a34000	MAF
1684	233090	CATMA5a34015	MAF
1685	233067	CATMA5a34090	MAF
1686	233091	CATMA5a34140	MAF
1687	233114	CATMA5a34030	MAF
1688	233043	CATMA5a34050	MAF
1689	233115	CATMA5a34160	MAF
1690	233044	CATMA5a34190	MAF
1691	233284	CATMA5a44230	UTRECHT
1692	233308	CATMA5a44245	UTRECHT
1693	233285	CATMA5a44300	UTRECHT
1694	233309	CATMA5a44320	UTRECHT
1695	233237	CATMA5a44260	UTRECHT
1696	233261	CATMA5a44280	UTRECHT
1697	233238	CATMA5a44350	UTRECHT
1698	233262	CATMA5a44400	UTRECHT
1699	211081	CATMA4a16860	LAUSANNE
1700	211105	CATMA4a16870	LAUSANNE
1701	211142	CATMA4a16990	LAUSANNE
1702	211083	CATMA4a17040	LAUSANNE
1703	211082	CATMA4a16910	LAUSANNE
1704	211106	CATMA4a16930	LAUSANNE
1705	211107	CATMA4a17080	LAUSANNE
1706	211131	CATMA4a17100	LAUSANNE
1707	211288	CATMA4a26780	FR(INRA)
1708	211312	CATMA4a26800	FR(INRA)
1709	211289	CATMA4a26860	FR(INRA)
1710	211313	CATMA4a26880	FR(INRA)
1711	211336	CATMA4a26820	FR(INRA)
1712	211265	CATMA4a26840	FR(INRA)
1713	211337	CATMA4a26890	FR(INRA)
1714	211266	CATMA4a26940	FR(INRA)
1715	210151	CATMA2a07550	BERLIN
1716	210187	CATMA2a07640	BERLIN
1717	210177	CATMA2a08240	BERLIN
1718	210154	CATMA2a08360	BERLIN
1719	210140	CATMA2a07760	BERLIN
1720	210188	CATMA2a08010	BERLIN
1721	210156	CATMA2a08770	BERLIN
1722	210180	CATMA2a08790	BERLIN
1723	210473	CATMA2a26690	LAUSANNE
1724	210402	CATMA2a26720	LAUSANNE
1725	210474	CATMA2a26800	LAUSANNE
1726	210403	CATMA2a26820	LAUSANNE
1727	210426	CATMA2a26750	LAUSANNE
1728	210450	CATMA2a26780	LAUSANNE
1729	210427	CATMA2a26840	LAUSANNE
1730	210451	CATMA2a26880	LAUSANNE
1731	211566	CATMA3a13470	MADRID
1732	211614	CATMA3a13520	MADRID
1733	211591	CATMA3a13580	MADRID
1734	211615	CATMA3a13600	MADRID
1735	211543	CATMA3a13540	MADRID
1736	211567	CATMA3a13565	MADRID
1737	211544	CATMA3a13630	MADRID
1738	211568	CATMA3a13650	MADRID
1739	211902	CATMA3a27670	BERLIN
1740	211831	CATMA3a27690	BERLIN
1741	211903	CATMA3a27740	BERLIN
1742	211832	CATMA3a27760	BERLIN
1743	211855	CATMA3a27700	BERLIN
1744	211879	CATMA3a27720	BERLIN
1745	211856	CATMA3a27820	BERLIN
1746	211880	CATMA3a27840	BERLIN
1747	210813	CATMA4a00250	BERLIN
1748	210837	CATMA4a00290	BERLIN
1749	210850	CATMA4a00406	BERLIN
1750	210779	CATMA4a00420	BERLIN
1751	210790	CATMA4a00350	BERLIN
1752	210814	CATMA4a00370	BERLIN
1753	210815	CATMA4a00460	BERLIN
1754	210839	CATMA4a00510	BERLIN
1755	211535	CATMA4a36190	BERLIN
1756	211464	CATMA4a36210	BERLIN
1757	211536	CATMA4a36290	BERLIN
1758	211741	CATMA3a22365	MAF
1759	211488	CATMA4a36230	BERLIN
1760	211512	CATMA4a36260	BERLIN
1761	211765	CATMA3a22380	MAF
1762	211789	CATMA3a22410	MAF
1763	212337	CATMA4a05140	LAUSANNE
1764	212361	CATMA4a05180	LAUSANNE
1765	212338	CATMA4a05350	LAUSANNE
1766	212362	CATMA4a05370	LAUSANNE
1767	212385	CATMA4a05220	LAUSANNE
1768	212314	CATMA4a05320	LAUSANNE
1769	212386	CATMA4a05400	LAUSANNE
1770	212327	CATMA4a05430	LAUSANNE
1771	212591	CATMA4a31590	UTRECHT
1772	212520	CATMA4a31610	UTRECHT
1773	212893	CATMA1a09230	LAUSANNE
1774	212917	CATMA1a09250	LAUSANNE
1775	212556	CATMA4a31635	UTRECHT
1776	212580	CATMA4a31650	UTRECHT
1777	212941	CATMA1a09270	LAUSANNE
1778	212965	CATMA1a09290	LAUSANNE
1779	212149	CATMA3a47170	MAF
1780	212173	CATMA3a47190	MAF
1781	212150	CATMA3a47250	MAF
1782	212174	CATMA3a47270	MAF
1783	212197	CATMA3a47210	MAF
1784	212126	CATMA3a47230	MAF
1785	212198	CATMA3a47285	MAF
1786	212127	CATMA3a47300	MAF
1787	212619	CATMA3a27550	FR(INRA)
1788	212643	CATMA3a28050	FR(INRA)
1789	212620	CATMA3a30530	FR(INRA)
1790	212656	CATMA3a34280	FR(INRA)
1791	212667	CATMA3a28780	FR(INRA)
1792	212596	CATMA3a29040	FR(INRA)
1793	212680	CATMA3a36720	FR(INRA)
1794	212609	CATMA3a36840	FR(INRA)
1795	213398	CATMA1a35020	FR(INRA)
1796	213422	CATMA1a35040	FR(INRA)
1797	213435	CATMA1a35780	FR(INRA)
1798	213364	CATMA1a35960	FR(INRA)
1799	213446	CATMA1a35140	FR(INRA)
1800	213399	CATMA1a35610	FR(INRA)
1801	213388	CATMA1a35980	FR(INRA)
1802	213412	CATMA1a36030	FR(INRA)
1803	213916	CATMA1a61950	FR(INRA)
1804	213845	CATMA1a61970	FR(INRA)
1805	213917	CATMA1a62030	FR(INRA)
1806	213846	CATMA1a62050	FR(INRA)
1807	213869	CATMA1a61990	FR(INRA)
1808	213893	CATMA1a62010	FR(INRA)
1809	213870	CATMA1a62060	FR(INRA)
1810	213894	CATMA1a62080	FR(INRA)
1811	212836	CATMA1a05570	UTRECHT
1812	212860	CATMA1a05590	UTRECHT
1813	212837	CATMA1a05650	UTRECHT
1814	212861	CATMA1a05710	UTRECHT
1815	212789	CATMA1a05610	UTRECHT
1816	212813	CATMA1a05630	UTRECHT
1817	212790	CATMA1a05730	UTRECHT
1818	212826	CATMA1a05760	UTRECHT
1819	213221	CATMA1a23500	MAF
1820	213245	CATMA1a23520	MAF
1821	213222	CATMA1a23575	MAF
1822	213246	CATMA1a23590	MAF
1823	213174	CATMA1a23540	MAF
1824	213198	CATMA1a23560	MAF
1825	213175	CATMA1a23880	MAF
1826	213199	CATMA1a23900	MAF
1827	214338	CATMA5a12050	MADRID
1828	214362	CATMA5a12060	MADRID
1829	214339	CATMA5a12130	MADRID
1830	214363	CATMA5a12150	MADRID
1831	214386	CATMA5a12080	MADRID
1832	214410	CATMA5a12110	MADRID
1833	214387	CATMA5a12170	MADRID
1834	214411	CATMA5a12190	MADRID
1835	214724	CATMA5a36270	UK(HRI)
1836	214748	CATMA5a36310	UK(HRI)
1837	214725	CATMA5a36370	UK(HRI)
1838	214749	CATMA5a36390	UK(HRI)
1839	214772	CATMA5a36330	UK(HRI)
1840	214796	CATMA5a36350	UK(HRI)
1841	214773	CATMA5a36410	UK(HRI)
1842	214797	CATMA5a36430	UK(HRI)
1843	213522	CATMA1a42300	UK(HRI)
1844	213546	CATMA1a42340	UK(HRI)
1845	213523	CATMA1a42450	UK(HRI)
1846	213547	CATMA1a42480	UK(HRI)
1847	213475	CATMA1a42380	UK(HRI)
1848	213499	CATMA1a42430	UK(HRI)
1849	213476	CATMA1a42500	UK(HRI)
1850	213500	CATMA1a42540	UK(HRI)
1851	213812	CATMA1a58020	MADRID
1852	213836	CATMA1a58040	MADRID
1853	213813	CATMA1a58100	MADRID
1854	213837	CATMA1a58130	MADRID
1855	213765	CATMA1a58060	MADRID
1856	213789	CATMA1a58080	MADRID
1857	213766	CATMA1a58150	MADRID
1858	213790	CATMA1a58180	MADRID
1859	214966	CATMA5a45820	LAUSANNE
1860	214919	CATMA5a45850	LAUSANNE
1861	214991	CATMA5a45910	LAUSANNE
1862	214920	CATMA5a45930	LAUSANNE
1863	214943	CATMA5a45870	LAUSANNE
1864	214967	CATMA5a45890	LAUSANNE
1865	214944	CATMA5a45950	LAUSANNE
1866	214968	CATMA5a45980	LAUSANNE
1867	216746	CATMA2a37480	FR(INRA)
1868	216770	CATMA2a37500	FR(INRA)
1869	216759	CATMA2a37610	FR(INRA)
1870	216795	CATMA2a37700	FR(INRA)
1871	216806	CATMA2a37540	FR(INRA)
1872	216735	CATMA2a37570	FR(INRA)
1873	216724	CATMA2a37730	FR(INRA)
1874	216772	CATMA2a37770	FR(INRA)
1875	214161	CATMA5a03750	UTRECHT
1876	214185	CATMA5a03770	UTRECHT
1877	214162	CATMA5a03820	UTRECHT
1878	214186	CATMA5a03860	UTRECHT
1879	214209	CATMA5a03790	UTRECHT
1880	214138	CATMA5a03800	UTRECHT
1881	214151	CATMA5a03935	UTRECHT
1882	214187	CATMA5a03980	UTRECHT
1883	214438	CATMA5a16930	BERLIN
1884	214462	CATMA5a16980	BERLIN
1885	214439	CATMA5a17060	BERLIN
1886	214463	CATMA5a17080	BERLIN
1887	214486	CATMA5a17020	BERLIN
1888	214510	CATMA5a17040	BERLIN
1889	214487	CATMA5a17120	BERLIN
1890	214511	CATMA5a17140	BERLIN
1891	217096	CATMA3a01260	UK(HRI)
1892	217025	CATMA3a01280	UK(HRI)
1893	217097	CATMA3a01330	UK(HRI)
1894	217026	CATMA3a01355	UK(HRI)
1895	217049	CATMA3a01295	UK(HRI)
1896	217073	CATMA3a01310	UK(HRI)
1897	217050	CATMA3a01370	UK(HRI)
1898	217074	CATMA3a01390	UK(HRI)
1899	217327	CATMA4a23840	MADRID
1900	217351	CATMA4a23870	MADRID
1901	217340	CATMA4a23950	MADRID
1902	217364	CATMA4a23965	MADRID
1903	217387	CATMA4a23900	MADRID
1904	217316	CATMA4a23920	MADRID
1905	217388	CATMA4a23980	MADRID
1906	217317	CATMA4a24000	MADRID
1907	215086	CATMA5a50370	MADRID
1908	215015	CATMA5a50390	MADRID
1909	215087	CATMA5a50460	MADRID
1910	215040	CATMA5a50500	MADRID
1911	215039	CATMA5a50430	MADRID
1912	215063	CATMA5a50450	MADRID
1913	215064	CATMA5a50510	MADRID
1914	215088	CATMA5a50540	MADRID
1915	216243	CATMA2a09160	BERLIN
1916	216279	CATMA2a09190	BERLIN
1917	216245	CATMA2a09720	BERLIN
1918	216305	CATMA2a09920	BERLIN
1919	216256	CATMA2a09390	BERLIN
1920	216292	CATMA2a09620	BERLIN
1921	216282	CATMA2a10170	BERLIN
1922	216271	CATMA2a10480	BERLIN
1923	217556	CATMA3a10455	LAUSANNE
1924	217509	CATMA3a10470	LAUSANNE
1925	217581	CATMA3a10530	LAUSANNE
1926	217510	CATMA3a10550	LAUSANNE
1927	217533	CATMA3a10490	LAUSANNE
1928	217557	CATMA3a10500	LAUSANNE
1929	217534	CATMA3a10570	LAUSANNE
1930	217558	CATMA3a10585	LAUSANNE
1931	217918	CATMA3a24290	MAF
1932	217942	CATMA3a24320	MAF
1933	217919	CATMA3a24380	MAF
1934	217943	CATMA3a24390	MAF
1935	217966	CATMA3a24340	MAF
1936	217895	CATMA3a24360	MAF
1937	217967	CATMA3a24410	MAF
1938	217896	CATMA3a24440	MAF
1939	216625	CATMA2a32340	MADRID
1940	216661	CATMA2a32400	MADRID
1941	216638	CATMA2a32490	MADRID
1942	216674	CATMA2a32530	MADRID
1943	216685	CATMA2a32440	MADRID
1944	216709	CATMA2a32470	MADRID
1945	216698	CATMA2a32550	MADRID
1946	216627	CATMA2a32610	MADRID
1947	217133	CATMA3a05725	UTRECHT
1948	217181	CATMA3a05760	UTRECHT
1949	217158	CATMA3a05850	UTRECHT
1950	217182	CATMA3a05870	UTRECHT
1951	217110	CATMA3a05780	UTRECHT
1952	217134	CATMA3a05830	UTRECHT
1953	217123	CATMA3a05940	UTRECHT
1954	217147	CATMA3a05950	UTRECHT
1955	218435	CATMA3a53780	MADRID
1956	218364	CATMA3a53805	MADRID
1957	218436	CATMA3a53860	MADRID
1958	218449	CATMA4a05590	LAUSANNE
1959	218388	CATMA3a53820	MADRID
1960	218412	CATMA3a53840	MADRID
1961	218485	CATMA4a05630	LAUSANNE
1962	218521	CATMA4a05700	LAUSANNE
1963	218894	CATMA1a02110	UK(HRI)
1964	218918	CATMA1a02130	UK(HRI)
1965	218895	CATMA1a02200	UK(HRI)
1966	218919	CATMA1a02220	UK(HRI)
1967	218847	CATMA1a02160	UK(HRI)
1968	218871	CATMA1a02180	UK(HRI)
1969	218848	CATMA1a02240	UK(HRI)
1970	218872	CATMA1a02260	UK(HRI)
1971	218096	CATMA3a39940	UK(HRI)
1972	218120	CATMA3a39970	UK(HRI)
1973	218145	CATMA3a40080	UK(HRI)
1974	218074	CATMA3a40110	UK(HRI)
1975	218073	CATMA3a40010	UK(HRI)
1976	218109	CATMA3a40050	UK(HRI)
1977	218098	CATMA3a40150	UK(HRI)
1978	218122	CATMA3a40190	UK(HRI)
1979	218266	CATMA3a49010	MAF
1980	218290	CATMA3a49040	MAF
1981	218267	CATMA3a49100	MAF
1982	218303	CATMA3a49120	MAF
1983	218314	CATMA3a49060	MAF
1984	218338	CATMA3a49080	MAF
1985	218327	CATMA3a49130	MAF
1986	218351	CATMA3a49150	MAF
1987	219364	CATMA1a24820	MAF
1988	219388	CATMA1a24840	MAF
1989	219365	CATMA1a24905	MAF
1990	219389	CATMA1a24930	MAF
1991	219317	CATMA1a24860	MAF
1992	219341	CATMA1a24880	MAF
1993	219318	CATMA1a24970	MAF
1994	219342	CATMA1a24990	MAF
1995	219716	CATMA1a48660	UTRECHT
1996	219740	CATMA1a48680	UTRECHT
1997	219729	CATMA1a48740	UTRECHT
1998	219753	CATMA1a48770	UTRECHT
1999	219776	CATMA1a48700	UTRECHT
2000	219705	CATMA1a48720	UTRECHT
2001	219777	CATMA1a48785	UTRECHT
2002	219706	CATMA1a48800	UTRECHT
2003	218748	CATMA4a40450	FR(INRA)
2004	218772	CATMA4a40470	FR(INRA)
2005	218929	CATMA1a06385	UTRECHT
2006	218953	CATMA1a06400	UTRECHT
2007	218796	CATMA4a40500	FR(INRA)
2008	218820	CATMA4a40520	FR(INRA)
2009	218977	CATMA1a06420	UTRECHT
2010	219001	CATMA1a06435	UTRECHT
2011	219267	CATMA1a19690	FR(INRA)
2012	219291	CATMA1a19770	FR(INRA)
2013	219292	CATMA1a19890	FR(INRA)
2014	219221	CATMA1a19910	FR(INRA)
2015	219232	CATMA1a19830	FR(INRA)
2016	219256	CATMA1a19850	FR(INRA)
2017	219245	CATMA1a19916	FR(INRA)
2018	219269	CATMA1a19940	FR(INRA)
2019	219934	CATMA1a59210	MADRID
2020	219970	CATMA1a59240	MADRID
2021	219947	CATMA1a59300	MADRID
2022	219971	CATMA1a59320	MADRID
2023	219899	CATMA1a59260	MADRID
2024	219923	CATMA1a59275	MADRID
2025	219900	CATMA1a59340	MADRID
2026	219924	CATMA1a59360	MADRID
2027	220247	CATMA5a00695	UK(HRI)
2028	220271	CATMA5a00710	UK(HRI)
2029	220248	CATMA5a00770	UK(HRI)
2030	220273	CATMA5a04090	UTRECHT
2031	220200	CATMA5a00730	UK(HRI)
2032	220224	CATMA5a00750	UK(HRI)
2033	220297	CATMA5a04120	UTRECHT
2034	220321	CATMA5a04160	UTRECHT
2035	250001	cYIR01	APB
2036	250002	cYIR02	APB
2037	250003	cYIR03	APB
2038	250004	cYIR04	APB
2039	250005	cYIR05	APB
2040	250006	cYIR06	APB
2041	250007	cYIR07	APB
2042	250008	cYIR08	APB
2043	250009	cYIR09	APB
2044	250010	cYIR10	APB
2045	250019	uYIR1	APB
2046	250020	uYIR2	APB
2047	250011	rYIR1	APB
2048	250012	rYIR2	APB
2049	250013	rYIR3	APB
2050	250014	rYIR4	APB
2051	219689	CATMA1a43560	UK(HRI)
2052	219618	CATMA1a43580	UK(HRI)
2053	219690	CATMA1a43680	UK(HRI)
2054	219619	CATMA1a43700	UK(HRI)
2055	219642	CATMA1a43630	UK(HRI)
2056	219666	CATMA1a43660	UK(HRI)
2057	219643	CATMA1a43740	UK(HRI)
2058	219667	CATMA1a43790	UK(HRI)
2059	220543	CATMA5a13300	MADRID
2060	220472	CATMA5a13330	MADRID
2061	220544	CATMA5a13410	MADRID
2062	220485	CATMA5a13450	MADRID
2063	220496	CATMA5a13370	MADRID
2064	220520	CATMA5a13390	MADRID
2065	220509	CATMA5a13470	MADRID
2066	220533	CATMA5a13500	MADRID
2067	220682	CATMA5a21940	FR(INRA)
2068	220706	CATMA5a21960	FR(INRA)
2069	220683	CATMA5a22020	FR(INRA)
2070	220719	CATMA5a22050	FR(INRA)
2071	220730	CATMA5a21980	FR(INRA)
2072	220659	CATMA5a22000	FR(INRA)
2073	220743	CATMA5a22070	FR(INRA)
2074	220672	CATMA5a22100	FR(INRA)
2075	220960	CATMA5a42010	UTRECHT
2076	220984	CATMA5a42030	UTRECHT
2077	220961	CATMA5a42105	UTRECHT
2078	220985	CATMA5a42120	UTRECHT
2079	221008	CATMA5a42070	UTRECHT
2080	221032	CATMA5a42090	UTRECHT
2081	221009	CATMA5a42140	UTRECHT
2082	221033	CATMA5a42160	UTRECHT
2083	220798	CATMA5a31300	MAF
2084	220822	CATMA5a31390	MAF
2085	220811	CATMA5a31500	MAF
2086	220835	CATMA5a31570	MAF
2087	220763	CATMA5a31460	MAF
2088	220787	CATMA5a31480	MAF
