SPOT_LABEL	CLONE_ID	SOURCE_CLONE_ID	ORIGIN
11402	225386	CATMA1a20840	FR(INRA)
11403	225410	CATMA1a20860	FR(INRA)
11404	225387	CATMA1a20920	FR(INRA)
11405	225411	CATMA1a20990	FR(INRA)
11406	226955	CATMA5a33500	MAF
11407	226979	CATMA5a33530	MAF
11408	226956	CATMA5a33700	MAF
11409	226980	CATMA5a33730	MAF
11410	226908	CATMA5a33650	MAF
11411	226932	CATMA5a33670	MAF
11412	227005	CATMA5a37970	UK(HRI)
11413	227029	CATMA5a38020	UK(HRI)
11414	227294	CATMA5a51730	MADRID
11415	227318	CATMA5a51750	MADRID
11416	227307	CATMA5a51820	MADRID
11417	227331	CATMA5a51860	MADRID
11418	227342	CATMA5a51765	MADRID
11419	227366	CATMA5a51790	MADRID
11420	227355	CATMA5a51880	MADRID
11421	227284	CATMA5a51920	MADRID
11422	225666	CATMA1a39600	FR(INRA)
11423	225690	CATMA1a39620	FR(INRA)
11424	225667	CATMA1a39680	FR(INRA)
11425	225691	CATMA1a39710	FR(INRA)
11426	225714	CATMA1a39640	FR(INRA)
11427	225738	CATMA1a39660	FR(INRA)
11428	225715	CATMA1a39740	FR(INRA)
11429	225739	CATMA1a39790	FR(INRA)
11430	225930	CATMA1a49930	UTRECHT
11431	225883	CATMA1a49990	UTRECHT
11432	225896	CATMA1a50080	UTRECHT
11433	225920	CATMA1a50100	UTRECHT
11434	225907	CATMA1a50010	UTRECHT
11435	225860	CATMA1a50050	UTRECHT
11436	225849	CATMA1a50130	UTRECHT
11437	225873	CATMA1a50150	UTRECHT
11438	228449	CATMA2a05700	MAF
11439	228485	CATMA2a05750	MAF
11440	228474	CATMA2a05825	MAF
11441	228498	CATMA2a05840	MAF
11442	228509	CATMA2a05770	MAF
11443	228450	CATMA2a05800	MAF
11444	228451	CATMA2a05940	MAF
11445	228487	CATMA2a05980	MAF
11446	229006	CATMA2a35960	MADRID
11447	228947	CATMA2a35990	MADRID
11448	228960	CATMA2a36080	MADRID
11449	228984	CATMA2a36110	MADRID
11450	228983	CATMA2a36020	MADRID
11451	229007	CATMA2a36040	MADRID
11452	229009	CATMA2a39710	FR(INRA)
11453	229033	CATMA2a39730	FR(INRA)
11454	226641	CATMA5a14610	MADRID
11455	226665	CATMA5a14630	MADRID
11456	226654	CATMA5a14710	MADRID
11457	226678	CATMA5a14730	MADRID
11458	226689	CATMA5a14660	MADRID
11459	226618	CATMA5a14700	MADRID
11460	226702	CATMA5a14770	MADRID
11461	226631	CATMA5a14800	MADRID
11462	226823	CATMA5a24095	FR(INRA)
11463	226859	CATMA5a24111	FR(INRA)
11464	226848	CATMA5a24142	FR(INRA)
11465	226872	CATMA5a24170	FR(INRA)
11466	226895	CATMA5a24126	FR(INRA)
11467	226824	CATMA5a24134	FR(INRA)
11468	226896	CATMA5a24200	FR(INRA)
11469	227101	CATMA5a42860	UTRECHT
11470	229385	CATMA3a03700	UK(HRI)
11471	229314	CATMA3a03720	UK(HRI)
11472	229386	CATMA3a03780	UK(HRI)
11473	229315	CATMA3a03800	UK(HRI)
11474	229338	CATMA3a03746	UK(HRI)
11475	229362	CATMA3a03760	UK(HRI)
11476	229339	CATMA3a03820	UK(HRI)
11477	229363	CATMA3a03840	UK(HRI)
11478	229758	CATMA4a30155	FR(INRA)
11479	229687	CATMA4a30165	FR(INRA)
11480	229759	CATMA4a30230	FR(INRA)
11481	229688	CATMA4a30250	FR(INRA)
11482	229711	CATMA4a30180	FR(INRA)
11483	229735	CATMA4a30210	FR(INRA)
11484	229712	CATMA4a30270	FR(INRA)
11485	229748	CATMA4a30300	FR(INRA)
11486	227448	CATMA5a57130	BERLIN
11487	227472	CATMA5a57150	BERLIN
11488	228626	CATMA2a19750	UK(HRI)
11489	228650	CATMA2a19770	UK(HRI)
11490	228673	CATMA2a19705	UK(HRI)
11491	228697	CATMA2a19720	UK(HRI)
11492	228674	CATMA2a19810	UK(HRI)
11493	228627	CATMA2a19850	UK(HRI)
11494	228848	CATMA2a30850	LAUSANNE
11495	228872	CATMA2a30880	LAUSANNE
11496	228849	CATMA2a30965	LAUSANNE
11497	228873	CATMA2a30990	LAUSANNE
11498	228896	CATMA2a30910	LAUSANNE
11499	228825	CATMA2a30950	LAUSANNE
11500	228897	CATMA2a30994	LAUSANNE
11501	228826	CATMA2a30998	LAUSANNE
11502	230023	CATMA3a16945	MADRID
11503	230047	CATMA3a16990	MADRID
11504	230024	CATMA3a17100	MADRID
11505	230048	CATMA3a17130	MADRID
11506	229976	CATMA3a17030	MADRID
11507	230000	CATMA3a17070	MADRID
11508	229977	CATMA3a17145	MADRID
11509	230001	CATMA3a17170	MADRID
11510	230666	CATMA3a55280	MADRID
11511	230690	CATMA3a55300	MADRID
11512	230667	CATMA3a55360	MADRID
11513	230691	CATMA3a55380	MADRID
11514	230714	CATMA3a55320	MADRID
11515	230643	CATMA3a55340	MADRID
11516	230715	CATMA3a55410	MADRID
11517	230644	CATMA3a55430	MADRID
11518	229512	CATMA4a21390	LAUSANNE
11519	229536	CATMA4a21420	LAUSANNE
11520	229609	CATMA4a25652	MADRID
11521	229633	CATMA4a25656	MADRID
11522	229560	CATMA4a21460	LAUSANNE
11523	229585	CATMA4a25645	MADRID
11524	229657	CATMA4a25660	MADRID
11525	229586	CATMA4a25680	MADRID
11526	230221	CATMA3a25860	MAF
11527	230245	CATMA3a25890	MAF
11528	230234	CATMA3a26050	MAF
11529	230163	CATMA3a26090	MAF
11530	230186	CATMA3a25920	MAF
11531	230210	CATMA3a25940	MAF
11532	230187	CATMA3a26180	MAF
11533	230211	CATMA3a26200	MAF
11534	231110	CATMA1a00100	FR(INRA)
11535	231039	CATMA1a00130	FR(INRA)
11536	231028	CATMA1a00210	FR(INRA)
11537	231052	CATMA1a00230	FR(INRA)
11538	231063	CATMA1a00150	FR(INRA)
11539	231087	CATMA1a00170	FR(INRA)
11540	231076	CATMA1a00250	FR(INRA)
11541	231100	CATMA1a00270	FR(INRA)
11542	231390	CATMA1a13270	LAUSANNE
11543	231319	CATMA1a13290	LAUSANNE
11544	231403	CATMA1a13350	LAUSANNE
11545	231332	CATMA1a13385	LAUSANNE
11546	231343	CATMA1a13310	LAUSANNE
11547	231379	CATMA1a13330	LAUSANNE
11548	231368	CATMA1a13405	LAUSANNE
11549	231392	CATMA1a13420	LAUSANNE
11550	230608	CATMA3a50690	MAF
11551	230632	CATMA3a50720	MAF
11552	230574	CATMA3a50860	MAF
11553	230598	CATMA3a50880	MAF
11554	230609	CATMA3a50810	MAF
11555	230550	CATMA3a50840	MAF
11556	230622	CATMA3a50900	MAF
11557	230551	CATMA3a50920	MAF
11558	231019	CATMA4a34550	UTRECHT
11559	230948	CATMA4a34570	UTRECHT
11560	231020	CATMA4a34630	UTRECHT
11561	230949	CATMA4a34650	UTRECHT
11562	230972	CATMA4a34590	UTRECHT
11563	230996	CATMA4a34610	UTRECHT
11564	230973	CATMA4a34670	UTRECHT
11565	230997	CATMA4a34690	UTRECHT
11566	231920	CATMA1a46220	UK(HRI)
11567	231944	CATMA1a46240	UK(HRI)
11568	231933	CATMA1a46330	UK(HRI)
11569	231957	CATMA1a46350	UK(HRI)
11570	231968	CATMA1a46270	UK(HRI)
11571	231909	CATMA1a46310	UK(HRI)
11572	231898	CATMA1a46375	UK(HRI)
11573	231922	CATMA1a46390	UK(HRI)
11574	232478	CATMA5a02010	UK(HRI)
11575	232502	CATMA5a02050	UK(HRI)
11576	232479	CATMA5a02130	UK(HRI)
11577	232503	CATMA5a02160	UK(HRI)
11578	232526	CATMA5a02080	UK(HRI)
11579	232550	CATMA5a02110	UK(HRI)
11580	232480	CATMA5a02230	UK(HRI)
11581	232504	CATMA5a02250	UK(HRI)
11582	231549	CATMA1a22700	FR(INRA)
11583	231573	CATMA1a22720	FR(INRA)
11584	231550	CATMA1a22765	FR(INRA)
11585	231574	CATMA1a22800	FR(INRA)
11586	231597	CATMA1a22730	FR(INRA)
11587	231526	CATMA1a22750	FR(INRA)
11588	231598	CATMA1a22860	FR(INRA)
11589	231527	CATMA1a22880	FR(INRA)
11590	231753	CATMA1a34130	BERLIN
11591	231777	CATMA1a34190	BERLIN
11592	231754	CATMA1a34270	BERLIN
11593	231778	CATMA1a34310	BERLIN
11594	231706	CATMA1a34220	BERLIN
11595	231730	CATMA1a34250	BERLIN
11596	231707	CATMA1a34330	BERLIN
11597	231731	CATMA1a34410	BERLIN
11598	232768	CATMA5a15220	MADRID
11599	232792	CATMA5a15240	MADRID
11600	232769	CATMA5a15340	MADRID
11601	232793	CATMA5a15380	MADRID
11602	232816	CATMA5a15260	MADRID
11603	232840	CATMA5a15280	MADRID
11604	232817	CATMA5a15420	MADRID
11605	232841	CATMA5a15460	MADRID
11606	233345	CATMA5a48790	LAUSANNE
11607	233369	CATMA5a48830	LAUSANNE
11608	233346	CATMA5a48900	LAUSANNE
11609	233370	CATMA5a48920	LAUSANNE
11610	233393	CATMA5a48860	LAUSANNE
11611	233417	CATMA5a48890	LAUSANNE
11612	233394	CATMA5a48940	LAUSANNE
11613	233335	CATMA5a48970	LAUSANNE
11614	232065	CATMA1a51765	UTRECHT
11615	231994	CATMA1a51790	UTRECHT
11616	232066	CATMA1a51910	UTRECHT
11617	231995	CATMA1a51930	UTRECHT
11618	232018	CATMA1a51820	UTRECHT
11619	232042	CATMA1a51850	UTRECHT
11620	232019	CATMA1a51960	UTRECHT
11621	232043	CATMA1a51990	UTRECHT
11622	232450	CATMA1a70040	MAF
11623	232391	CATMA1a70060	MAF
11624	232380	CATMA1a70145	MAF
11625	232404	CATMA1a70160	MAF
11626	232415	CATMA1a70080	MAF
11627	232439	CATMA1a70100	MAF
11628	232428	CATMA1a70180	MAF
11629	232452	CATMA1a70210	MAF
11630	250001	cYIR01	APB
11631	250002	cYIR02	APB
11632	250003	cYIR03	APB
11633	250004	cYIR04	APB
11634	250005	cYIR05	APB
11635	250006	cYIR06	APB
11636	250007	cYIR07	APB
11637	250008	cYIR08	APB
11638	250009	cYIR09	APB
11639	250010	cYIR10	APB
11640	250021	uYIR3	APB
11641	250022	nYIR1	APB
11642	250015	rYIR5	APB
11643	250016	rYIR6	APB
11644	250017	rYIR7	APB
11645	250018	rYIR8	APB
11646	233538	CATMA5a57610	BERLIN
11647	233562	CATMA5a57640	BERLIN
11648	233539	CATMA5a57710	BERLIN
11649	233563	CATMA5a57730	BERLIN
11650	233586	CATMA5a57670	BERLIN
11651	233610	CATMA5a57690	BERLIN
11652	233587	CATMA5a57750	BERLIN
11653	233611	CATMA5a57780	BERLIN
11654			
11655			
11656			
11657			
11658			
11659			
11660			
11661			
11662			
11663	217841	CATMA3a19030	BERLIN
11664	217865	CATMA3a19045	BERLIN
11665	217854	CATMA3a19115	BERLIN
11666	217783	CATMA3a19130	BERLIN
11667	217806	CATMA3a19080	BERLIN
11668	217830	CATMA3a19100	BERLIN
11669	217807	CATMA3a19160	BERLIN
11670	217831	CATMA3a19180	BERLIN
11671	210560	CATMA2a31890	MADRID
11672	210489	CATMA2a31930	MADRID
11673	210561	CATMA2a32000	MADRID
11674	210490	CATMA2a32030	MADRID
11675	210513	CATMA2a31950	MADRID
11676	210537	CATMA2a31980	MADRID
11677	210514	CATMA2a32080	MADRID
11678	210550	CATMA2a32110	MADRID
11679	233042	CATMA5a33970	MAF
11680	233078	CATMA5a34010	MAF
11681	233055	CATMA5a34060	MAF
11682	233079	CATMA5a34100	MAF
11683	233102	CATMA5a34020	MAF
11684	233126	CATMA5a34040	MAF
11685	233103	CATMA5a34150	MAF
11686	233127	CATMA5a34180	MAF
11687	233272	CATMA5a44220	UTRECHT
11688	233296	CATMA5a44240	UTRECHT
11689	233273	CATMA5a44290	UTRECHT
11690	233297	CATMA5a44310	UTRECHT
11691	233320	CATMA5a44250	UTRECHT
11692	233249	CATMA5a44270	UTRECHT
11693	233321	CATMA5a44340	UTRECHT
11694	233250	CATMA5a44360	UTRECHT
11695	211069	CATMA4a16850	LAUSANNE
11696	211093	CATMA4a16865	LAUSANNE
11697	211130	CATMA4a16980	LAUSANNE
11698	211071	CATMA4a17030	LAUSANNE
11699	211129	CATMA4a16880	LAUSANNE
11700	211094	CATMA4a16920	LAUSANNE
11701	211095	CATMA4a17070	LAUSANNE
11702	211119	CATMA4a17090	LAUSANNE
11703	211276	CATMA4a26770	FR(INRA)
11704	211300	CATMA4a26790	FR(INRA)
11705	211277	CATMA4a26850	FR(INRA)
11706	211301	CATMA4a26870	FR(INRA)
11707	211324	CATMA4a26810	FR(INRA)
11708	211253	CATMA4a26830	FR(INRA)
11709	211325	CATMA4a26885	FR(INRA)
11710	211254	CATMA4a26910	FR(INRA)
11711	210139	CATMA2a07540	BERLIN
11712	210175	CATMA2a07630	BERLIN
11713	210105	CATMA2a08020	BERLIN
11714	210189	CATMA2a08260	BERLIN
11715	210104	CATMA2a07670	BERLIN
11716	210152	CATMA2a07790	BERLIN
11717	210144	CATMA2a08750	BERLIN
11718	210168	CATMA2a08780	BERLIN
11719	210461	CATMA2a26680	LAUSANNE
11720	210390	CATMA2a26710	LAUSANNE
11721	210462	CATMA2a26790	LAUSANNE
11722	210391	CATMA2a26810	LAUSANNE
11723	210414	CATMA2a26730	LAUSANNE
11724	210438	CATMA2a26760	LAUSANNE
11725	210415	CATMA2a26830	LAUSANNE
11726	210439	CATMA2a26850	LAUSANNE
11727	211554	CATMA3a13460	MADRID
11728	211578	CATMA3a13480	MADRID
11729	211579	CATMA3a13570	MADRID
11730	211603	CATMA3a13590	MADRID
11731	211626	CATMA3a13530	MADRID
11732	211555	CATMA3a13550	MADRID
11733	211627	CATMA3a13620	MADRID
11734	211556	CATMA3a13640	MADRID
11735	211890	CATMA3a27650	BERLIN
11736	211914	CATMA3a27680	BERLIN
11737	211891	CATMA3a27725	BERLIN
11738	211915	CATMA3a27750	BERLIN
11739	211843	CATMA3a27695	BERLIN
11740	211867	CATMA3a27710	BERLIN
11741	211844	CATMA3a27800	BERLIN
11742	211868	CATMA3a27830	BERLIN
11743	210789	CATMA4a00240	BERLIN
11744	210825	CATMA4a00260	BERLIN
11745	210838	CATMA4a00403	BERLIN
11746	210862	CATMA4a00410	BERLIN
11747	210861	CATMA4a00330	BERLIN
11748	210802	CATMA4a00360	BERLIN
11749	210791	CATMA4a00430	BERLIN
11750	210827	CATMA4a00490	BERLIN
11751	211523	CATMA4a36180	BERLIN
11752	211452	CATMA4a36200	BERLIN
11753	211524	CATMA4a36280	BERLIN
11754	211729	CATMA3a22360	MAF
11755	211476	CATMA4a36220	BERLIN
11756	211500	CATMA4a36240	BERLIN
11757	211753	CATMA3a22370	MAF
11758	211777	CATMA3a22390	MAF
11759	212325	CATMA4a05135	LAUSANNE
11760	212349	CATMA4a05150	LAUSANNE
11761	212326	CATMA4a05340	LAUSANNE
11762	212350	CATMA4a05360	LAUSANNE
11763	212373	CATMA4a05200	LAUSANNE
11764	212397	CATMA4a05280	LAUSANNE
11765	212374	CATMA4a05380	LAUSANNE
11766	212398	CATMA4a05410	LAUSANNE
11767	212579	CATMA4a31580	UTRECHT
11768	212508	CATMA4a31603	UTRECHT
11769	212592	CATMA4a31670	UTRECHT
11770	212905	CATMA1a09240	LAUSANNE
11771	212544	CATMA4a31630	UTRECHT
11772	212568	CATMA4a31640	UTRECHT
11773	212929	CATMA1a09260	LAUSANNE
11774	212953	CATMA1a09285	LAUSANNE
11775	212137	CATMA3a47160	MAF
11776	212161	CATMA3a47180	MAF
11777	212138	CATMA3a47240	MAF
11778	212162	CATMA3a47260	MAF
11779	212185	CATMA3a47200	MAF
11780	212114	CATMA3a47220	MAF
11781	212186	CATMA3a47280	MAF
11782	212115	CATMA3a47290	MAF
11783	212607	CATMA3a27260	FR(INRA)
11784	212631	CATMA3a27730	FR(INRA)
11785	212608	CATMA3a29090	FR(INRA)
11786	212632	CATMA3a31070	FR(INRA)
11787	212655	CATMA3a28750	FR(INRA)
11788	212679	CATMA3a28990	FR(INRA)
11789	212668	CATMA3a36550	FR(INRA)
11790	212597	CATMA3a36800	FR(INRA)
11791	213374	CATMA1a34910	FR(INRA)
11792	213410	CATMA1a35030	FR(INRA)
11793	213423	CATMA1a35670	FR(INRA)
11794	213447	CATMA1a35950	FR(INRA)
11795	213434	CATMA1a35130	FR(INRA)
11796	213363	CATMA1a35150	FR(INRA)
11797	213376	CATMA1a35970	FR(INRA)
11798	213400	CATMA1a35990	FR(INRA)
11799	213904	CATMA1a61940	FR(INRA)
11800	213928	CATMA1a61960	FR(INRA)
11801	213905	CATMA1a62020	FR(INRA)
11802	213929	CATMA1a62040	FR(INRA)
11803	213857	CATMA1a61980	FR(INRA)
11804	213881	CATMA1a62000	FR(INRA)
11805	213858	CATMA1a62055	FR(INRA)
11806	213882	CATMA1a62070	FR(INRA)
11807	212824	CATMA1a05560	UTRECHT
11808	212848	CATMA1a05580	UTRECHT
11809	212825	CATMA1a05640	UTRECHT
11810	212849	CATMA1a05700	UTRECHT
11811	212872	CATMA1a05600	UTRECHT
11812	212801	CATMA1a05615	UTRECHT
11813	212873	CATMA1a05720	UTRECHT
11814	212814	CATMA1a05750	UTRECHT
11815	213209	CATMA1a23490	MAF
11816	213233	CATMA1a23510	MAF
11817	213210	CATMA1a23570	MAF
11818	213234	CATMA1a23580	MAF
11819	213257	CATMA1a23530	MAF
11820	213186	CATMA1a23550	MAF
11821	213258	CATMA1a23610	MAF
11822	213187	CATMA1a23890	MAF
11823	214326	CATMA5a12040	MADRID
11824	214350	CATMA5a12055	MADRID
11825	214327	CATMA5a12120	MADRID
11826	214351	CATMA5a12140	MADRID
11827	214374	CATMA5a12070	MADRID
11828	214398	CATMA5a12100	MADRID
11829	214375	CATMA5a12160	MADRID
11830	214399	CATMA5a12180	MADRID
11831	214712	CATMA5a36260	UK(HRI)
11832	214736	CATMA5a36280	UK(HRI)
11833	214713	CATMA5a36360	UK(HRI)
11834	214737	CATMA5a36380	UK(HRI)
11835	214760	CATMA5a36320	UK(HRI)
11836	214784	CATMA5a36340	UK(HRI)
11837	214761	CATMA5a36400	UK(HRI)
11838	214785	CATMA5a36420	UK(HRI)
11839	213510	CATMA1a42290	UK(HRI)
11840	213534	CATMA1a42320	UK(HRI)
11841	213511	CATMA1a42440	UK(HRI)
11842	213535	CATMA1a42470	UK(HRI)
11843	213463	CATMA1a42350	UK(HRI)
11844	213487	CATMA1a42420	UK(HRI)
11845	213464	CATMA1a42490	UK(HRI)
11846	213488	CATMA1a42510	UK(HRI)
11847	213800	CATMA1a58010	MADRID
11848	213824	CATMA1a58030	MADRID
11849	213801	CATMA1a58090	MADRID
11850	213825	CATMA1a58110	MADRID
11851	213753	CATMA1a58050	MADRID
11852	213777	CATMA1a58070	MADRID
11853	213754	CATMA1a58140	MADRID
11854	213778	CATMA1a58170	MADRID
11855	214942	CATMA5a45810	LAUSANNE
11856	214907	CATMA5a45840	LAUSANNE
11857	214979	CATMA5a45900	LAUSANNE
11858	214908	CATMA5a45920	LAUSANNE
11859	214931	CATMA5a45860	LAUSANNE
11860	214955	CATMA5a45880	LAUSANNE
11861	214932	CATMA5a45940	LAUSANNE
11862	214956	CATMA5a45970	LAUSANNE
11863	216734	CATMA2a37450	FR(INRA)
11864	216758	CATMA2a37490	FR(INRA)
11865	216747	CATMA2a37580	FR(INRA)
11866	216771	CATMA2a37620	FR(INRA)
11867	216794	CATMA2a37530	FR(INRA)
11868	216723	CATMA2a37550	FR(INRA)
11869	216807	CATMA2a37720	FR(INRA)
11870	216748	CATMA2a37740	FR(INRA)
11871	214149	CATMA5a03740	UTRECHT
11872	214173	CATMA5a03760	UTRECHT
11873	214150	CATMA5a03810	UTRECHT
11874	214174	CATMA5a03840	UTRECHT
11875	214197	CATMA5a03780	UTRECHT
11876	214221	CATMA5a03795	UTRECHT
11877	214139	CATMA5a03924	UTRECHT
11878	214163	CATMA5a03947	UTRECHT
11879	214426	CATMA5a16920	BERLIN
11880	214450	CATMA5a16940	BERLIN
11881	214427	CATMA5a17050	BERLIN
11882	214451	CATMA5a17070	BERLIN
11883	214474	CATMA5a16990	BERLIN
11884	214498	CATMA5a17030	BERLIN
11885	214475	CATMA5a17100	BERLIN
11886	214499	CATMA5a17130	BERLIN
11887	217084	CATMA3a01250	UK(HRI)
11888	217013	CATMA3a01270	UK(HRI)
11889	217085	CATMA3a01320	UK(HRI)
11890	217014	CATMA3a01340	UK(HRI)
11891	217037	CATMA3a01290	UK(HRI)
11892	217061	CATMA3a01300	UK(HRI)
11893	217038	CATMA3a01360	UK(HRI)
11894	217062	CATMA3a01380	UK(HRI)
11895	217315	CATMA4a23830	MADRID
11896	217339	CATMA4a23860	MADRID
11897	217328	CATMA4a23940	MADRID
11898	217352	CATMA4a23960	MADRID
11899	217363	CATMA4a23880	MADRID
11900	217304	CATMA4a23910	MADRID
11901	217376	CATMA4a23970	MADRID
11902	217305	CATMA4a23990	MADRID
11903	215074	CATMA5a50360	MADRID
11904	215003	CATMA5a50380	MADRID
11905	215075	CATMA5a50455	MADRID
11906	215004	CATMA5a50470	MADRID
11907	215027	CATMA5a50420	MADRID
11908	215051	CATMA5a50440	MADRID
11909	215052	CATMA5a50505	MADRID
11910	215076	CATMA5a50520	MADRID
11911	216302	CATMA2a09120	BERLIN
11912	216267	CATMA2a09180	BERLIN
11913	216304	CATMA2a09630	BERLIN
11914	216281	CATMA2a09800	BERLIN
11915	216315	CATMA2a09300	BERLIN
11916	216280	CATMA2a09550	BERLIN
11917	216270	CATMA2a10010	BERLIN
11918	216247	CATMA2a10420	BERLIN
11919	217544	CATMA3a10443	LAUSANNE
11920	217580	CATMA3a10462	LAUSANNE
11921	217569	CATMA3a10510	LAUSANNE
11922	217498	CATMA3a10540	LAUSANNE
11923	217521	CATMA3a10480	LAUSANNE
11924	217545	CATMA3a10495	LAUSANNE
11925	217522	CATMA3a10560	LAUSANNE
11926	217546	CATMA3a10580	LAUSANNE
11927	217906	CATMA3a24280	MAF
11928	217930	CATMA3a24310	MAF
11929	217907	CATMA3a24370	MAF
11930	217931	CATMA3a24385	MAF
11931	217954	CATMA3a24330	MAF
11932	217883	CATMA3a24350	MAF
11933	217955	CATMA3a24400	MAF
11934	217884	CATMA3a24420	MAF
11935	216600	CATMA2a28790	LAUSANNE
11936	216649	CATMA2a32380	MADRID
11937	216626	CATMA2a32480	MADRID
11938	216650	CATMA2a32500	MADRID
11939	216673	CATMA2a32430	MADRID
11940	216697	CATMA2a32460	MADRID
11941	216686	CATMA2a32540	MADRID
11942	216710	CATMA2a32570	MADRID
11943	217121	CATMA3a05720	UTRECHT
11944	217157	CATMA3a05740	UTRECHT
11945	217146	CATMA3a05840	UTRECHT
11946	217170	CATMA3a05860	UTRECHT
11947	217193	CATMA3a05770	UTRECHT
11948	217122	CATMA3a05810	UTRECHT
11949	217111	CATMA3a05890	UTRECHT
11950	217135	CATMA3a05945	UTRECHT
11951	218423	CATMA3a53770	MADRID
11952	218447	CATMA3a53790	MADRID
11953	218424	CATMA3a53850	MADRID
11954	218448	CATMA3a53870	MADRID
11955	218376	CATMA3a53810	MADRID
11956	218400	CATMA3a53830	MADRID
11957	218473	CATMA4a05610	LAUSANNE
11958	218497	CATMA4a05640	LAUSANNE
11959	218882	CATMA1a02075	UK(HRI)
11960	218906	CATMA1a02120	UK(HRI)
11961	218883	CATMA1a02190	UK(HRI)
11962	218907	CATMA1a02210	UK(HRI)
11963	218835	CATMA1a02150	UK(HRI)
11964	218859	CATMA1a02170	UK(HRI)
11965	218836	CATMA1a02230	UK(HRI)
11966	218860	CATMA1a02250	UK(HRI)
11967	218072	CATMA3a39913	UK(HRI)
11968	218108	CATMA3a39950	UK(HRI)
11969	218133	CATMA3a40070	UK(HRI)
11970	218157	CATMA3a40100	UK(HRI)
11971	218132	CATMA3a39980	UK(HRI)
11972	218097	CATMA3a40040	UK(HRI)
11973	218086	CATMA3a40140	UK(HRI)
11974	218110	CATMA3a40160	UK(HRI)
11975	218349	CATMA3a49000	MAF
11976	218278	CATMA3a49030	MAF
11977	218350	CATMA3a49090	MAF
11978	218279	CATMA3a49110	MAF
11979	218302	CATMA3a49050	MAF
11980	218326	CATMA3a49070	MAF
11981	218315	CATMA3a49125	MAF
11982	218339	CATMA3a49140	MAF
11983	219352	CATMA1a24810	MAF
11984	219376	CATMA1a24830	MAF
11985	219353	CATMA1a24900	MAF
11986	219377	CATMA1a24910	MAF
11987	219400	CATMA1a24850	MAF
11988	219329	CATMA1a24870	MAF
11989	219401	CATMA1a24960	MAF
11990	219330	CATMA1a24980	MAF
11991	219704	CATMA1a48657	UTRECHT
11992	219728	CATMA1a48670	UTRECHT
11993	219717	CATMA1a48730	UTRECHT
11994	219741	CATMA1a48750	UTRECHT
11995	219764	CATMA1a48690	UTRECHT
11996	219788	CATMA1a48710	UTRECHT
11997	219765	CATMA1a48780	UTRECHT
11998	219789	CATMA1a48790	UTRECHT
11999	218807	CATMA4a40420	FR(INRA)
12000	218760	CATMA4a40460	FR(INRA)
12001	218832	CATMA4a40530	FR(INRA)
12002	218941	CATMA1a06390	UTRECHT
12003	218784	CATMA4a40490	FR(INRA)
12004	218808	CATMA4a40510	FR(INRA)
12005	218965	CATMA1a06410	UTRECHT
12006	218989	CATMA1a06430	UTRECHT
12007	219255	CATMA1a19680	FR(INRA)
12008	219279	CATMA1a19700	FR(INRA)
12009	219280	CATMA1a19880	FR(INRA)
12010	219304	CATMA1a19900	FR(INRA)
12011	219220	CATMA1a19820	FR(INRA)
12012	219244	CATMA1a19840	FR(INRA)
12013	219233	CATMA1a19913	FR(INRA)
12014	219257	CATMA1a19920	FR(INRA)
12015	219922	CATMA1a59200	MADRID
12016	219958	CATMA1a59230	MADRID
12017	219935	CATMA1a59280	MADRID
12018	219959	CATMA1a59310	MADRID
12019	219982	CATMA1a59250	MADRID
12020	219911	CATMA1a59270	MADRID
12021	219983	CATMA1a59330	MADRID
12022	219912	CATMA1a59350	MADRID
12023	220235	CATMA5a00670	UK(HRI)
12024	220259	CATMA5a00700	UK(HRI)
12025	220236	CATMA5a00760	UK(HRI)
12026	220272	CATMA5a00790	UK(HRI)
12027	220188	CATMA5a00720	UK(HRI)
12028	220212	CATMA5a00740	UK(HRI)
12029	220285	CATMA5a04100	UTRECHT
12030	220309	CATMA5a04140	UTRECHT
12031	250001	cYIR01	APB
12032	250002	cYIR02	APB
12033	250003	cYIR03	APB
12034	250004	cYIR04	APB
12035	250005	cYIR05	APB
12036	250006	cYIR06	APB
12037	250007	cYIR07	APB
12038	250008	cYIR08	APB
12039	250009	cYIR09	APB
12040	250010	cYIR10	APB
12041	250021	uYIR3	APB
12042	250022	nYIR1	APB
12043	250015	rYIR5	APB
12044	250016	rYIR6	APB
12045	250017	rYIR7	APB
12046	250018	rYIR8	APB
12047	219677	CATMA1a43550	UK(HRI)
12048	219606	CATMA1a43570	UK(HRI)
12049	219678	CATMA1a43670	UK(HRI)
12050	219607	CATMA1a43690	UK(HRI)
12051	219630	CATMA1a43590	UK(HRI)
12052	219654	CATMA1a43640	UK(HRI)
12053	219631	CATMA1a43730	UK(HRI)
12054	219655	CATMA1a43770	UK(HRI)
12055	220531	CATMA5a13290	MADRID
12056	220555	CATMA5a13320	MADRID
12057	220532	CATMA5a13400	MADRID
12058	220556	CATMA5a13420	MADRID
12059	220484	CATMA5a13350	MADRID
12060	220508	CATMA5a13380	MADRID
12061	220497	CATMA5a13460	MADRID
12062	220521	CATMA5a13480	MADRID
12063	220670	CATMA5a21930	FR(INRA)
12064	220694	CATMA5a21950	FR(INRA)
12065	220671	CATMA5a22010	FR(INRA)
12066	220695	CATMA5a22030	FR(INRA)
12067	220718	CATMA5a21970	FR(INRA)
12068	220742	CATMA5a21990	FR(INRA)
